Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5717,Bust-A-Move Universe,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
5727,Hatsune Miku: Project Mirai DX,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31
5728,Dragon Ball Heroes: Ultimate Mission 2,2014,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5765,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,2014,Action,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5821,LEGO Legends of Chima: Laval's Journey,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31
5873,Tom Clancy's Splinter Cell 3D,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3
5895,One Piece Unlimited Cruise SP,2011,Action,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
5909,Shin Megami Tensei: Devil Summoner - Soul Hackers,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.3
5915,Harvest Moon: The Tale of Two Towns,N/A,Simulation,Unknown,0.28,0.0,0.0,0.02,0.3
6022,FIFA Soccer 13,2012,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29
6042,Disney Infinity,2013,Action,Disney Interactive Studios,0.16,0.1,0.0,0.02,0.29
6045,Sonic Boom: Shattered Crystal,2014,Action,Sega,0.17,0.09,0.0,0.03,0.29
6068,Sonic & All-Stars Racing Transformed,2012,Racing,Sega,0.12,0.15,0.0,0.02,0.29
6072,Dragon Ball Heroes: Ultimate Mission,2013,Misc,Namco Bandai Games,0.0,0.0,0.29,0.0,0.29
6206,Moshi Monsters: Moshlings Theme Park,2012,Misc,Activision,0.13,0.13,0.0,0.03,0.28
6258,Kobitodzukan: Kobito Kansatsu Set,2012,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28
6311,Rhythm Thief & the Emperor's Treasure,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
6351,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,2012,Action,Nintendo,0.0,0.0,0.27,0.0,0.27
6392,Ace Attorney 6,2016,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27
6395,Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27
6409,Ultimate NES Remix,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27
6462,Aikatsu! 2-nin no My Princess,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
6482,Inazuma Eleven GO 3: Galaxy,2013,Sports,Level 5,0.0,0.0,0.26,0.0,0.26
6510,Skylanders: Trap Team,2014,Action,Activision,0.14,0.1,0.0,0.02,0.26
6518,Etrian Odyssey Untold: The Millennium Girl,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26
6628,Zoo Resort 3D,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
6663,FIFA 14,2013,Sports,Electronic Arts,0.0,0.23,0.0,0.03,0.25
6712,The Legend of Legacy,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25
6766,How to Train Your Dragon 2,2014,Adventure,Little Orbit,0.04,0.19,0.0,0.02,0.25
6802,Ace Combat: Assault Horizon Legacy,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
6828,Skylanders SWAP Force,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24
6841,Stella Glow,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
6892,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.02,0.24
6902,Chibi-Robo! Zip Lash,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6963,Etrian Mystery Dungeon,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6979,Girls Mode 3: Kirakira Code,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23
7071,WWE All Stars,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23
7075,Wipeout 2,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23
7133,Cars 2,2011,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23
7166,Hatsune Miku: Project Mirai 2,2013,Action,Sega,0.0,0.0,0.22,0.0,0.22
7197,Shinobi,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22
7273,Spirit Camera: The Cursed Memoir,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
7292,Code Name: S.T.E.A.M.,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
7329,Transformers: Dark of the Moon,2011,Action,Activision,0.16,0.04,0.0,0.02,0.21
7348,Magician's Quest: Town of Magic,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
7389,Senran Kagura 2: Deep Crimson,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21
7419,Heroes of Ruin,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21
7483,Little Battlers eXperience: Baku Boost,2012,Action,Nintendo,0.0,0.0,0.21,0.0,0.21
7488,LEGO Ninjago: Shadow of Ronin,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21
7513,Frogger 3D,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2
7546,Tekken 3D: Prime Edition,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
7631,Code of Princess,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,2016,Action,GungHo,0.0,0.0,0.2,0.0,0.2
7720,Aikatsu! Cinderella Lesson,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2
7723,Mega Man Legacy Collection,2016,Platform,Capcom,0.13,0.0,0.05,0.02,0.2
7726,WipeOut 3 The Game,2012,Action,Activision,0.18,0.0,0.0,0.01,0.2
7772,Pac-Man & Galaga Dimensions,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19
7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015,Action,Capcom,0.0,0.0,0.19,0.0,0.19
7789,New Love Plus,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
7804,Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19
7814,Story of Seasons: Good Friends of the Three Villages,2016,Simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.19
7851,SpongeBob SquigglePants 3D,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19
7858,The Amazing Spider-Man (Console Version),2012,Action,Activision,0.15,0.03,0.0,0.01,0.19
7868,Disney Magic World 2,2015,Action,Nintendo,0.0,0.0,0.19,0.0,0.19
7910,Pet Zombies,N/A,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.19
7915,NASCAR Unleashed,2011,Racing,Activision,0.18,0.0,0.0,0.01,0.19
7953,Kuma-Tomo,2013,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
7960,Reel Fishing Paradise 3D,2011,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19
7971,Pro Evolution Soccer 2014,2013,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
8060,Hatsune Miku and Future Stars: Project Mirai,2012,Misc,Sega,0.0,0.0,0.18,0.0,0.18
8065,LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
8080,Super Robot Taisen UX,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8120,Daigasso! Band Brothers P,2013,Misc,Nintendo,0.0,0.0,0.18,0.0,0.18
8142,Pro Evolution Soccer 2013,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
8216,Yu-Gi-Oh! Zexal World Duel Carnival,2013,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17
8295,Shin Megami Tensei IV: Final,2016,Role-Playing,Deep Silver,0.03,0.0,0.14,0.0,0.17
8328,Transformers: Prime,2012,Action,Activision,0.13,0.03,0.0,0.01,0.17
8391,Michael Jackson: The Experience 3D,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17
8429,Dragon Quest X,2014,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17
8446,Dragon Ball: Fusions,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8456,Project X Zone 2: Brave New World,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
8482,F1 2011,2011,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16
8509,Doctor Lautrec and the Forgotten Knights,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16
8532,SD Gundam G Generation 3D,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8678,7th Dragon III Code: VFD,2015,Role-Playing,Sega,0.03,0.0,0.12,0.0,0.16
8680,Culdcept,2012,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
8698,Toriko: Gourmet Monsters!,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8706,Senran Kagura: Sh?jo-tachi no Shinei,2011,Action,Marvelous Interactive,0.0,0.0,0.16,0.0,0.16
8731,James Noir's Hollywood Crimes,2011,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15
8749,Harvest Moon: The Lost Valley,2014,Simulation,Natsume,0.12,0.02,0.0,0.01,0.15
8764,The Adventures of Tintin: The Game,2011,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15
8801,Theatrhythm Dragon Quest,2015,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15
8803,Naruto: Powerful Shippuden,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
8847,Castlevania: Lords of Shadow - Mirror of Fate,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
8858,Return to PopoloCrois: A Story of Seasons Fairytale,2015,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2013,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15
8953,Rayman Origins,2012,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15
8965,Pac-Man Party 3D,2011,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15
9009,Derby Stallion Gold,2014,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14
9063,Cave Story 3D,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,2012,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
9105,Sumikko Gurashi: Omise Hajimerundesu,2015,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14
9128,Farming Simulator 2012,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14
9178,Skylanders Giants,2012,Action,Activision,0.12,0.01,0.0,0.01,0.14
9186,Monster Hunter Diary: Poka Poka Airou Village DX,2015,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9245,Famista Returns,2015,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9274,BIT.TRIP SAGA,2011,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
9339,Medalot 7,2012,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13
9362,Shovel Knight,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9366,Ben 10 Galactic Racing,2011,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,Activision,0.08,0.04,0.0,0.01,0.13
9419,Super Robot Wars BX,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9469,The Oregon Trail,2011,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
9522,Imagine: Fashion Designer,2011,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13
9536,Puyo Puyo!! 20th Anniversary,2011,Puzzle,Sega,0.0,0.0,0.13,0.0,0.13
9542,Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
9546,Puppies 3D,2011,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13
9583,Assassination Classroom: Grand Siege on Kuro-sensei,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9631,Little Battlers eXperience: Wars,2013,Strategy,Level 5,0.0,0.0,0.13,0.0,0.13
9634,Aikatsu! 365 Idol Days,2014,Adventure,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9773,Crush3D,2012,Platform,Sega,0.07,0.04,0.0,0.01,0.12
9782,Shin Megami Tensei: Devil Survivor 2,2015,Role-Playing,Atlus,0.0,0.03,0.09,0.0,0.12
9824,Conception II: Children of the Seven Stars,2013,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12
9862,DreamWorks Super Star Kartz,2011,Racing,Activision,0.08,0.03,0.0,0.01,0.12
9894,One Piece: Super Grand Battle! X,2014,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
