Date,Open,High,Low,Close,Adj Close,Volume
2015-02-06,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,9795
2015-02-09,17200.000000,17200.000000,17200.000000,17200.000000,9592.831055,3000
2015-02-10,17200.000000,17200.000000,17200.000000,17200.000000,9592.831055,0
2015-02-11,17200.000000,17200.000000,17200.000000,17200.000000,9592.831055,0
2015-02-12,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,3000
2015-02-13,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,3000
2015-02-16,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,100
2015-02-17,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,0
2015-02-18,16980.000000,16980.000000,16980.000000,16980.000000,9470.130859,21063
2015-02-19,16980.000000,16980.000000,16980.000000,16980.000000,9470.130859,1
2015-02-20,16980.000000,16980.000000,16980.000000,16980.000000,9470.130859,0
2015-02-23,16980.000000,16980.000000,16960.000000,16980.000000,9470.130859,3000
2015-02-24,16980.000000,16980.000000,16960.000000,16980.000000,9470.130859,3000
2015-02-25,16420.000000,16420.000000,16420.000000,16420.000000,9157.805664,1000
2015-02-26,16600.000000,16600.000000,16140.000000,16600.000000,9258.197266,6273
2015-02-27,16600.000000,16600.000000,16600.000000,16600.000000,9258.197266,0
2015-03-02,16960.000000,16960.000000,16960.000000,16960.000000,9458.976563,1000
2015-03-03,16960.000000,16960.000000,16960.000000,16960.000000,9458.976563,1000
2015-03-04,16960.000000,16960.000000,16960.000000,16960.000000,9458.976563,0
2015-03-05,16960.000000,16960.000000,16960.000000,16960.000000,9458.976563,0
2015-03-06,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,58000
2015-03-09,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,0
2015-03-10,17000.000000,17000.000000,17000.000000,17000.000000,9481.286133,0
2015-03-11,16780.000000,16780.000000,16100.000000,16780.000000,9358.585938,2755
2015-03-12,16800.000000,16800.000000,16000.000000,16800.000000,9369.740234,22725
2015-03-13,16800.000000,16800.000000,16800.000000,16800.000000,9369.740234,0
2015-03-16,16800.000000,16800.000000,16800.000000,16800.000000,9369.740234,0
2015-03-17,16800.000000,16800.000000,16800.000000,16800.000000,9369.740234,0
2015-03-18,16760.000000,16760.000000,16760.000000,16760.000000,9347.431641,2080
2015-03-19,16740.000000,16740.000000,16740.000000,16740.000000,9336.277344,1000
2015-03-20,16740.000000,16740.000000,16740.000000,16740.000000,9336.277344,0
2015-03-23,16740.000000,16740.000000,16740.000000,16740.000000,9336.277344,0
2015-03-24,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-03-25,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-03-26,16740.000000,16740.000000,16500.000000,16740.000000,9533.124023,8650
2015-03-27,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-03-30,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-03-31,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-04-01,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-04-02,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-04-03,16740.000000,16740.000000,16740.000000,16740.000000,9533.124023,0
2015-04-06,16500.000000,16500.000000,16500.000000,16500.000000,9396.448242,75758
2015-04-07,16500.000000,16500.000000,16500.000000,16500.000000,9396.448242,75758
2015-04-08,16200.000000,16640.000000,15640.000000,16200.000000,9225.604492,9371
2015-04-09,16200.000000,16200.000000,15420.000000,16200.000000,9225.604492,155042
2015-04-10,15460.000000,15500.000000,15460.000000,15460.000000,8804.188477,151491
2015-04-13,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,5000
2015-04-14,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,0
2015-04-15,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,3000
2015-04-16,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,2000
2015-04-17,15400.000000,15480.000000,15300.000000,15400.000000,8770.018555,152000
2015-04-20,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,2089
2015-04-21,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-04-22,15160.000000,15160.000000,15160.000000,15160.000000,8633.342773,248591
2015-04-23,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,2000
2015-04-24,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-04-27,15480.000000,15480.000000,15480.000000,15480.000000,8815.577148,1700
2015-04-28,15480.000000,15480.000000,15480.000000,15480.000000,8815.577148,0
2015-04-29,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,3000
2015-04-30,15440.000000,15440.000000,15440.000000,15440.000000,8792.797852,2000
2015-05-01,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,2000
2015-05-04,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,0
2015-05-05,15480.000000,15480.000000,15480.000000,15480.000000,8815.577148,0
2015-05-06,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,10000
2015-05-07,15460.000000,15460.000000,15440.000000,15460.000000,8804.188477,30193
2015-05-08,15480.000000,15480.000000,15480.000000,15480.000000,8815.577148,0
2015-05-11,15440.000000,15440.000000,15440.000000,15440.000000,8792.797852,1300
2015-05-12,15440.000000,15440.000000,15440.000000,15440.000000,8792.797852,0
2015-05-13,15440.000000,15440.000000,15440.000000,15440.000000,8792.797852,0
2015-05-14,15400.000000,15440.000000,15260.000000,15400.000000,8770.018555,121545
2015-05-15,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,14796
2015-05-18,15440.000000,15440.000000,15440.000000,15440.000000,8792.797852,0
2015-05-19,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,88500
2015-05-20,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-05-21,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-05-22,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-05-25,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,2000
2015-05-26,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-05-27,15020.000000,15260.000000,15020.000000,15020.000000,8553.616211,154000
2015-05-28,15020.000000,15020.000000,15020.000000,15020.000000,8553.616211,1200
2015-05-29,15020.000000,15020.000000,15020.000000,15020.000000,8553.616211,563
2015-06-01,15400.000000,15440.000000,15400.000000,15400.000000,8770.018555,2001260
2015-06-02,15400.000000,15440.000000,15400.000000,15400.000000,8770.018555,2001260
2015-06-03,15500.000000,15500.000000,15380.000000,15500.000000,8826.966797,33926
2015-06-04,15480.000000,15480.000000,15480.000000,15480.000000,8815.577148,29258
2015-06-05,15460.000000,15480.000000,15460.000000,15460.000000,8804.188477,8895
2015-06-08,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-06-09,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,133
2015-06-10,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-06-11,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-06-12,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-06-15,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-06-16,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,1606
2015-06-17,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,1606
2015-06-18,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,1000
2015-06-19,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,630
2015-06-22,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-06-23,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-06-24,15300.000000,15300.000000,15000.000000,15300.000000,8713.070313,53248
2015-06-25,15000.000000,15000.000000,15000.000000,15000.000000,8542.225586,37175
2015-06-26,15000.000000,15000.000000,15000.000000,15000.000000,8542.225586,8537
2015-06-29,15500.000000,15500.000000,15500.000000,15500.000000,8826.966797,0
2015-06-30,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,2000
2015-07-01,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,0
2015-07-02,15000.000000,15000.000000,15000.000000,15000.000000,8542.225586,16413
2015-07-03,15200.000000,15200.000000,15100.000000,15200.000000,8656.122070,49204
2015-07-06,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,1500
2015-07-07,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,0
2015-07-08,15420.000000,15420.000000,15000.000000,15420.000000,8781.407227,85284
2015-07-09,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,1500
2015-07-10,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,1500
2015-07-13,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,1700
2015-07-14,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-07-15,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-07-16,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,3500
2015-07-17,15420.000000,15440.000000,15400.000000,15420.000000,8781.407227,14300
2015-07-20,15460.000000,15460.000000,15460.000000,15460.000000,8804.188477,0
2015-07-21,15400.000000,15460.000000,15400.000000,15400.000000,8770.018555,4480
2015-07-22,15400.000000,15460.000000,15400.000000,15400.000000,8770.018555,4480
2015-07-23,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,25900
2015-07-24,15400.000000,15400.000000,15000.000000,15400.000000,8770.018555,76220
2015-07-27,15460.000000,15480.000000,15460.000000,15460.000000,8804.188477,17518
2015-07-28,15460.000000,15480.000000,15460.000000,15460.000000,8804.188477,17518
2015-07-29,15440.000000,15440.000000,15200.000000,15440.000000,8792.797852,14270
2015-07-30,15440.000000,15440.000000,15400.000000,15440.000000,8792.797852,35613
2015-07-31,15400.000000,15440.000000,15400.000000,15400.000000,8770.018555,184018
2015-08-03,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,1000
2015-08-04,15400.000000,15400.000000,15400.000000,15400.000000,8770.018555,0
2015-08-05,15300.000000,15360.000000,15300.000000,15300.000000,8713.070313,30946
2015-08-06,15300.000000,15360.000000,15300.000000,15300.000000,8713.070313,30946
2015-08-07,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,0
2015-08-10,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,0
2015-08-11,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,2000
2015-08-12,15300.000000,15300.000000,15300.000000,15300.000000,8713.070313,2000
2015-08-13,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,1035
2015-08-14,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-17,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-18,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-19,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-20,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,69
2015-08-21,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-24,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-25,15060.000000,15060.000000,15060.000000,15060.000000,8576.395508,0
2015-08-26,14140.000000,14260.000000,14140.000000,14140.000000,8052.472656,21675
2015-08-27,14140.000000,14260.000000,14140.000000,14140.000000,8052.472656,21675
2015-08-28,13400.000000,13400.000000,13400.000000,13400.000000,7631.055176,2000
2015-08-31,12900.000000,12900.000000,12880.000000,12900.000000,7346.313965,154805
2015-09-01,12900.000000,12900.000000,12880.000000,12900.000000,7346.313965,154805
2015-09-02,12800.000000,12800.000000,12800.000000,12800.000000,7289.366699,8650
2015-09-03,12820.000000,12820.000000,12820.000000,12820.000000,7300.755859,2000
2015-09-04,12800.000000,12800.000000,12800.000000,12800.000000,7289.366699,17000
2015-09-07,13460.000000,13460.000000,13460.000000,13460.000000,7665.224609,1549
2015-09-08,13460.000000,13460.000000,13460.000000,13460.000000,7665.224609,1549
2015-09-09,13980.000000,14000.000000,13500.000000,13980.000000,7961.354492,10252
2015-09-10,14000.000000,14000.000000,13980.000000,14000.000000,7972.744141,10000
2015-09-11,13900.000000,13980.000000,13900.000000,13900.000000,7915.797363,6000
2015-09-14,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,0
2015-09-15,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,0
2015-09-16,13700.000000,13780.000000,13700.000000,13700.000000,7801.899414,3261
2015-09-17,13700.000000,13780.000000,13700.000000,13700.000000,7801.899414,3261
2015-09-18,13700.000000,13700.000000,13700.000000,13700.000000,7801.899414,0
2015-09-21,13700.000000,13700.000000,13700.000000,13700.000000,7801.899414,70
2015-09-22,13700.000000,13700.000000,13700.000000,13700.000000,7801.899414,0
2015-09-23,12340.000000,12500.000000,12340.000000,12340.000000,7027.404785,118013
2015-09-24,12340.000000,12500.000000,12340.000000,12340.000000,7027.404785,118013
2015-09-25,12340.000000,12340.000000,12340.000000,12340.000000,7027.404785,119
2015-09-28,12340.000000,12340.000000,12340.000000,12340.000000,7027.404785,0
2015-09-29,12340.000000,12340.000000,12340.000000,12340.000000,7027.404785,0
2015-09-30,14000.000000,14000.000000,12340.000000,14000.000000,7972.744141,6000
2015-10-01,14000.000000,14000.000000,12340.000000,14000.000000,7972.744141,6000
2015-10-02,14000.000000,14000.000000,14000.000000,14000.000000,7972.744141,0
2015-10-05,14000.000000,14000.000000,14000.000000,14000.000000,7972.744141,210
2015-10-06,14000.000000,14000.000000,14000.000000,14000.000000,7972.744141,0
2015-10-07,14000.000000,14000.000000,14000.000000,14000.000000,7972.744141,5600
2015-10-08,14000.000000,14000.000000,14000.000000,14000.000000,7972.744141,433
2015-10-09,14000.000000,14000.000000,14000.000000,14000.000000,7972.744141,433
2015-10-12,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,0
2015-10-13,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,60
2015-10-14,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,0
2015-10-15,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,300
2015-10-16,13900.000000,13900.000000,13900.000000,13900.000000,7915.797363,0
2015-10-19,12000.000000,12000.000000,12000.000000,12000.000000,6833.780273,330729
2015-10-20,12000.000000,12000.000000,12000.000000,12000.000000,6833.780273,0
2015-10-21,12000.000000,12000.000000,12000.000000,12000.000000,6833.780273,37748
2015-10-22,12000.000000,12000.000000,12000.000000,12000.000000,6833.780273,70
2015-10-23,12000.000000,12000.000000,12000.000000,12000.000000,6833.780273,70
2015-10-26,11500.000000,11500.000000,11500.000000,11500.000000,6549.039551,84178
2015-10-27,11500.000000,11500.000000,11500.000000,11500.000000,6549.039551,350
2015-10-28,11500.000000,11500.000000,11500.000000,11500.000000,6549.039551,350
2015-10-29,11380.000000,11380.000000,10500.000000,11380.000000,6480.702148,2050
2015-10-30,11340.000000,11340.000000,10520.000000,11340.000000,6457.923340,41210
2015-11-02,10700.000000,10700.000000,10700.000000,10700.000000,6093.454590,0
2015-11-03,11420.000000,11420.000000,10800.000000,11420.000000,6503.480957,5060
2015-11-04,11420.000000,11420.000000,10800.000000,11420.000000,6503.480957,5060
2015-11-05,11440.000000,11440.000000,11400.000000,11440.000000,6514.871094,5000
2015-11-06,11440.000000,11440.000000,11400.000000,11440.000000,6514.871094,5000
2015-11-09,11440.000000,11440.000000,11440.000000,11440.000000,6514.871094,0
2015-11-10,10800.000000,10800.000000,10800.000000,10800.000000,6150.402832,1244
2015-11-11,10800.000000,10800.000000,10800.000000,10800.000000,6150.402832,1244
2015-11-12,11000.000000,11000.000000,10800.000000,11000.000000,6264.298828,3212
2015-11-13,10800.000000,10800.000000,10800.000000,10800.000000,6150.402832,864
2015-11-16,11000.000000,11000.000000,11000.000000,11000.000000,6264.298828,0
2015-11-17,11000.000000,11000.000000,11000.000000,11000.000000,6264.298828,0
2015-11-18,11000.000000,11000.000000,11000.000000,11000.000000,6264.298828,0
2015-11-19,10540.000000,10540.000000,10540.000000,10540.000000,6002.336914,200000
2015-11-20,10540.000000,10540.000000,10540.000000,10540.000000,6002.336914,200000
2015-11-23,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,15000
2015-11-24,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,0
2015-11-25,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,856
2015-11-26,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,0
2015-11-27,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,0
2015-11-30,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,0
2015-12-01,10520.000000,10520.000000,10520.000000,10520.000000,5990.948730,0
2015-12-02,10480.000000,10480.000000,10480.000000,10480.000000,5968.168457,20000
2015-12-03,10480.000000,10480.000000,10480.000000,10480.000000,5968.168457,0
2015-12-04,10480.000000,10480.000000,10480.000000,10480.000000,5968.168457,0
2015-12-07,10480.000000,10480.000000,10480.000000,10480.000000,5968.168457,0
2015-12-08,10480.000000,10480.000000,10480.000000,10480.000000,5968.168457,0
2015-12-09,10480.000000,10480.000000,10480.000000,10480.000000,5968.168457,0
2015-12-10,10100.000000,10100.000000,10100.000000,10100.000000,5751.766602,50000
2015-12-11,10100.000000,10100.000000,10100.000000,10100.000000,5751.766602,50000
2015-12-14,9500.000000,9500.000000,9500.000000,9500.000000,5410.077148,0
2015-12-15,9500.000000,9500.000000,9500.000000,9500.000000,5410.077148,0
2015-12-16,9500.000000,9500.000000,9500.000000,9500.000000,5410.077148,0
2015-12-17,9500.000000,9500.000000,9310.000000,9500.000000,5410.077148,190000
2015-12-18,9500.000000,9500.000000,9310.000000,9500.000000,5410.077148,190000
2015-12-21,9500.000000,9500.000000,9490.000000,9500.000000,5410.077148,4430
2015-12-22,9500.000000,9500.000000,9490.000000,9500.000000,5410.077148,4430
2015-12-23,9300.000000,9300.000000,9300.000000,9300.000000,5296.180176,2000
2015-12-24,9300.000000,9300.000000,9300.000000,9300.000000,5296.180176,0
2015-12-25,9300.000000,9300.000000,9300.000000,9300.000000,5296.180176,0
2015-12-28,9300.000000,9300.000000,9300.000000,9300.000000,5296.180176,734
2015-12-29,9300.000000,9300.000000,9300.000000,9300.000000,5296.180176,0
2015-12-30,8460.000000,9500.000000,8440.000000,8460.000000,4817.814941,24500
2015-12-31,8460.000000,9500.000000,8440.000000,8460.000000,4817.814941,24500
2016-01-01,8460.000000,8460.000000,8460.000000,8460.000000,4817.814941,0
2016-01-04,8460.000000,8460.000000,8460.000000,8460.000000,4817.814941,1000
2016-01-05,9260.000000,9260.000000,8800.000000,9260.000000,5273.401367,4000
2016-01-06,9260.000000,9260.000000,8800.000000,9260.000000,5273.401367,4000
2016-01-07,8400.000000,8400.000000,8400.000000,8400.000000,4783.646484,5000
2016-01-08,8400.000000,8400.000000,8400.000000,8400.000000,4783.646484,0
2016-01-11,8400.000000,8400.000000,8400.000000,8400.000000,4783.646484,0
2016-01-12,8400.000000,8400.000000,8400.000000,8400.000000,4783.646484,3219
2016-01-13,8400.000000,8400.000000,8400.000000,8400.000000,4783.646484,3219
2016-01-14,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-15,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-18,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-19,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-20,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-21,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-22,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,0
2016-01-25,8440.000000,8440.000000,8440.000000,8440.000000,4806.425781,1423
2016-01-26,8440.000000,8440.000000,8440.000000,8440.000000,4806.425781,0
2016-01-27,8500.000000,8500.000000,8430.000000,8500.000000,4840.594727,4819
2016-01-28,8500.000000,8500.000000,8430.000000,8500.000000,4840.594727,4819
2016-01-29,8410.000000,8410.000000,8410.000000,8410.000000,4789.341797,2353
2016-02-01,8480.000000,8480.000000,8480.000000,8480.000000,4829.205566,0
2016-02-02,8480.000000,8480.000000,8480.000000,8480.000000,4829.205566,70
2016-02-03,8480.000000,8480.000000,8480.000000,8480.000000,4829.205566,70
2016-02-04,8000.000000,8000.000000,8000.000000,8000.000000,4555.854004,0
2016-02-05,8000.000000,8000.000000,8000.000000,8000.000000,4555.854004,0
2016-02-08,8000.000000,8000.000000,8000.000000,8000.000000,4555.854004,0
2016-02-09,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,6757
2016-02-10,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-11,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,445
2016-02-12,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-15,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-16,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-17,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-18,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-19,8100.000000,8100.000000,8100.000000,8100.000000,4612.802246,0
2016-02-22,8470.000000,8470.000000,8470.000000,8470.000000,4823.510254,1000
2016-02-23,8470.000000,8470.000000,8470.000000,8470.000000,4823.510254,0
2016-02-24,8140.000000,8140.000000,8120.000000,8140.000000,4635.581543,53809
2016-02-25,8140.000000,8140.000000,8120.000000,8140.000000,4635.581543,53809
2016-02-26,8820.000000,8820.000000,8200.000000,8820.000000,5022.828125,5417
2016-02-29,8800.000000,8800.000000,8800.000000,8800.000000,5011.438965,4280
2016-03-01,8800.000000,8800.000000,8800.000000,8800.000000,5011.438965,289
2016-03-02,8800.000000,8800.000000,8800.000000,8800.000000,5011.438965,0
2016-03-03,8800.000000,8800.000000,8800.000000,8800.000000,5011.438965,0
2016-03-04,8800.000000,8800.000000,8800.000000,8800.000000,5011.438965,289
2016-03-07,8790.000000,8790.000000,8790.000000,8790.000000,5005.744629,2381
2016-03-08,8790.000000,8790.000000,8790.000000,8790.000000,5005.744629,1
2016-03-09,8790.000000,8790.000000,8790.000000,8790.000000,5005.744629,0
2016-03-10,8900.000000,8900.000000,8900.000000,8900.000000,5068.387207,6444
2016-03-11,8900.000000,8900.000000,8900.000000,8900.000000,5068.387207,340
2016-03-14,8900.000000,8900.000000,8900.000000,8900.000000,5068.387207,173
2016-03-15,8900.000000,8900.000000,8900.000000,8900.000000,5068.387207,173
2016-03-16,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,0
2016-03-17,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,0
2016-03-18,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,7364
2016-03-21,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,0
2016-03-22,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,0
2016-03-23,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,773
2016-03-24,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,0
2016-03-25,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,0
2016-03-28,8500.000000,8500.000000,8500.000000,8500.000000,4840.594727,200
2016-03-29,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,2450
2016-03-30,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-03-31,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-04-01,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-04-04,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,1
2016-04-05,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-04-06,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-04-07,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-04-08,9930.000000,9930.000000,9930.000000,9930.000000,5856.142578,0
2016-04-11,9120.000000,9120.000000,9120.000000,9120.000000,5378.451172,900
2016-04-12,9120.000000,9120.000000,9120.000000,9120.000000,5378.451172,900
2016-04-13,9500.000000,9500.000000,9500.000000,9500.000000,5602.554199,6040
2016-04-14,9800.000000,9800.000000,9800.000000,9800.000000,5779.476563,1944
2016-04-15,9950.000000,9950.000000,9950.000000,9950.000000,5867.937500,15000
2016-04-18,9950.000000,9950.000000,9950.000000,9950.000000,5867.937500,0
2016-04-19,10000.000000,10000.000000,9500.000000,10000.000000,5897.425781,50729
2016-04-20,10000.000000,10000.000000,9500.000000,10000.000000,5897.425781,50729
2016-04-21,10000.000000,10000.000000,10000.000000,10000.000000,5897.425781,0
2016-04-22,10000.000000,10000.000000,10000.000000,10000.000000,5897.425781,0
2016-04-25,10000.000000,10000.000000,10000.000000,10000.000000,5897.425781,0
2016-04-26,9510.000000,9510.000000,9510.000000,9510.000000,5608.450684,14029
2016-04-27,9510.000000,9510.000000,9510.000000,9510.000000,5608.450684,14029
2016-04-28,9900.000000,9950.000000,9900.000000,9900.000000,5838.451172,24000
2016-04-29,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
2016-05-02,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
2016-05-03,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
2016-05-04,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
2016-05-05,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
2016-05-06,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
2016-05-09,9900.000000,9900.000000,9900.000000,9900.000000,5838.451172,0
