Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
208,Guitar Hero III: Legends of Rock,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98
212,Madden NFL 06,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
225,The Simpsons: Hit & Run,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7
228,The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
239,Madden NFL 2005,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53
241,Madden NFL 07,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
242,Spider-Man: The Movie,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48
246,God of War,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
249,Tony Hawk's Pro Skater 3,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41
250,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39
253,Need for Speed: Most Wanted,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
256,Kingdom Hearts II,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
266,Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
270,FIFA Soccer 06,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,EyeToy Play,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
280,Madden NFL 2003,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
284,FIFA Soccer 07,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
291,God of War II,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
293,World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
295,Tekken Tag Tournament,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
303,Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
307,Tony Hawk's Underground,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
312,Tekken 5,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
316,World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
335,FIFA Soccer 2005,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
340,Tony Hawk's Pro Skater 4,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
343,SOCOM: U.S. Navy SEALs,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
346,Jak and Daxter: The Precursor Legacy,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
349,Pro Evolution Soccer 2008,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
351,Resident Evil 4,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
353,Star Wars: Battlefront,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
355,The Simpsons: Road Rage,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
358,Star Wars: Battlefront II,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
361,Grand Theft Auto: Liberty City Stories,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,The Getaway,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
364,James Bond 007: Agent Under Fire,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
378,FIFA Soccer 2004,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
386,Tekken 4,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
391,Spider-Man 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
393,FIFA Soccer 2003,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
404,James Bond 007: Nightfire,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
407,Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
412,True Crime: Streets of LA,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
429,Enter the Matrix,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
434,Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
441,FIFA Soccer 08,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
451,Dragon Ball Z: Budokai,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
467,WWE SmackDown! Shut Your Mouth,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
470,Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
471,wwe Smackdown vs. Raw 2006,N/A,Fighting,N/A,1.57,1.02,0.0,0.41,3.0
475,World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
481,Sonic Heroes,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
483,Hitman 2: Silent Assassin,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
486,SOCOM II: U.S. Navy SEALs,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
496,Sonic Mega Collection Plus,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9
498,World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
500,Hot Shots Golf 3,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Finest Hour,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
519,WWE SmackDown! vs. Raw,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
525,WWE SmackDown! Here Comes the Pain,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
531,WWF SmackDown! Just Bring It,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
535,NBA Street,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
538,Jak II,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
540,Ratchet & Clank: Going Commando,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
542,The Sims,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
553,Onimusha: Warlords,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
557,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
561,Burnout 3: Takedown,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68
566,Call Of Duty 2: Big Red One,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
571,Tom Clancy's Splinter Cell,2003,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65
577,Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63
581,ESPN NFL 2K5,2004,Sports,Sega,2.15,0.12,0.0,0.36,2.62
587,Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
592,NBA Live 2005,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59
597,WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
598,Ratchet & Clank: Up Your Arsenal,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
601,Madden NFL 08,2007,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57
609,Crazy Taxi,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
615,PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
620,Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49
635,The Sims: Bustin' Out,2003,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43
641,Dragon Ball Z: Budokai 2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41
642,ATV Offroad Fury,2001,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41
645,Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41
658,Guitar Hero,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
665,Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38
668,The Incredibles,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37
669,Tony Hawk's Underground 2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37
678,WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.92,0.0,0.01,1.41,2.34
680,Resident Evil - Code: Veronica X,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34
687,James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
703,FIFA Soccer 09,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
716,Onimusha 2: Samurai's Destiny,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25
726,Dance Dance Revolution X2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0.0,0.28,2.23
728,Prince of Persia: The Sands of Time,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22
734,Devil May Cry 3: Dante's Awakening Special Edition,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21
749,ATV Offroad Fury 2,2002,Racing,THQ,1.92,0.2,0.0,0.06,2.18
769,Dance Dance Revolution Extreme,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13
782,Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
785,Dynasty Warriors 4,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11
788,Scooby-Doo! Night of 100 Frights,2002,Platform,THQ,1.17,0.72,0.0,0.22,2.1
792,Devil May Cry 3: Dante's Awakening,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09
795,Finding Nemo,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09
802,Tetris Worlds,2002,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08
821,SoulCalibur II,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06
834,SOCOM: U.S. Navy SEALs: Combined Assault,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04
835,Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04
841,NBA Live 2004,2003,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03
862,Spyro: Enter the Dragonfly,2002,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97
864,Devil May Cry 2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97
874,Crash Nitro Kart,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95
877,NBA Street Vol. 2,2003,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95
878,Def Jam Vendetta,2003,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94
883,Dragon Ball Z: Budokai 3,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94
885,Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94
886,X-Men Legends,2004,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93
899,Red Faction,2001,Shooter,THQ,0.76,0.96,0.0,0.2,1.92
901,MX Unleashed,2004,Racing,THQ,0.94,0.73,0.0,0.25,1.92
916,Mortal Kombat: Deception,2004,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88
918,Medal of Honor: European Assault (All Region sales),2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88
920,High School Musical: Sing It!,2007,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87
923,Dynasty Warriors 3,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87
927,Shrek 2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86
930,SingStar,2004,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86
932,NBA Live 2002,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86
937,Jak 3,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85
942,Gran Turismo Concept 2001 Tokyo,2001,Racing,Unknown,0.0,1.1,0.42,0.33,1.84
944,NCAA Football 06,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84
955,Namco Museum,2001,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82
960,DDRMAX2: Dance Dance Revolution,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81
962,Virtua Fighter 4,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
963,Sly 2: Band of Thieves,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81
964,Guitar Hero: World Tour,2008,Misc,Activision,1.0,0.03,0.0,0.77,1.8
973,Midnight Club II,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78
976,The Getaway: Black Monday,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78
981,50 Cent: Bulletproof,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77
991,The SpongeBob SquarePants Movie,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76
995,Def Jam: Fight for NY,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76
997,State of Emergency,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76
1002,The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76
1004,Star Wars: Starfighter,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76
1008,Pro Evolution Soccer,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
1014,Dance Dance Revolution X,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
1017,Xenosaga Episode I: Der Wille zur Macht,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1027,SSX Tricky,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72
1037,Call of Duty: World at War Final Fronts,2008,Shooter,Activision,0.61,0.18,0.0,0.94,1.72
1041,Star Ocean: Till The End of Time,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72
1046,Ace Combat 5: The Unsung War,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
1052,FIFA Soccer 10,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7
1058,NCAA Football 07,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7
1059,SOCOM 3: U.S. Navy SEALs,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
1075,World Championship Poker: Featuring Howard Lederer - All In,2006,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68
1085,SSX 3,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67
1096,Spy Hunter,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67
1097,NCAA Football 2004,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67
1098,SpongeBob SquarePants: Battle for Bikini Bottom,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67
1102,SSX,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1104,NBA Ballers,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66
1106,NBA Live 2003,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1107,Dragon Ball Z: Budokai Tenkaichi,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
1112,Dragon Quest V: Tenkuu no Hanayome,2004,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,1.65
1120,Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64
1121,NBA Live 06 (All region sales),2005,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64
1122,Prince of Persia: Warrior Within,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64
1130,Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63
1133,NCAA Football 2005,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62
1136,Tony Hawk's American Wasteland (Old all region sales),2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62
1142,NFL Street 2,2004,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61
1147,Buzz! The Music Quiz,2005,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61
1152,Dollar Dash,2005,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6
1160,ESPN NBA 2K5,2004,Sports,Global Star,1.26,0.12,0.0,0.21,1.59
1182,Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57
1183,NCAA Football 2002,2001,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57
1184,Conflict: Desert Storm,2002,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57
1187,Smuggler's Run,2000,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56
1188,Fight Night Round 3,2006,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56
1198,Stuntman,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55
1213,Dark Cloud,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1217,MVP Baseball 2005,2005,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54
1233,The Simpsons Skateboarding,2002,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52
1242,Pac-Man World 2,2002,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51
1251,The Simpsons Game,2007,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51
1255,Tokyo Xtreme Racer Zero,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
1258,Red Faction II,2002,Shooter,THQ,0.49,0.78,0.0,0.23,1.5
1260,Madden NFL 2001,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5
1271,Madden NFL 09,2008,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49
1274,Buzz! The BIG Quiz,2006,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49
1279,Dirge of Cerberus: Final Fantasy VII,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48
1284,Major League Baseball 2K5,2005,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48
1285,Fight Night 2004,2004,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48
1303,Midway Arcade Treasures,2003,Misc,Midway Games,0.72,0.56,0.0,0.19,1.46
1317,Onimusha 3: Demon Siege,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45
1321,Red Dead Revolver,2004,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45
1323,Resident Evil: Outbreak,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45
1332,Tony Hawk's American Wasteland (Weekly american sales),2005,Sports,Activision,1.38,0.05,0.0,0.02,1.45
1335,SingStar Pop,2007,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44
1344,Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44
1346,NCAA Football 2003,2002,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44
1356,Cabela's Big Game Hunter,2002,Sports,Activision,0.7,0.54,0.0,0.18,1.42
1358,NBA Live 06 (Weekly american sales),2005,Sports,Electronic Arts,1.35,0.05,0.0,0.02,1.42
1360,NFL Street,2004,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42
1378,Gran Turismo 4 Prologue,2003,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41
1379,Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41
1380,NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41
1383,Need For Speed: Undercover,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4
1389,Colin McRae Rally 3,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4
1397,Dynasty Warriors 5,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
1412,Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38
1414,LEGO Indiana Jones: The Original Adventures,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37
1428,SingStar Abba,2008,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09,1.36
1434,Dead to Rights,2002,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36
1447,Samurai Warriors,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35
1454,SingStar Party,2004,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35
1457,Test Drive,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34
1463,Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34
1464,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34
1466,MVP Baseball 2004,2004,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),2004,Platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.33
1481,Corvette,2004,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33
1493,NFL 2K3,2002,Sports,Atari,1.06,0.08,0.0,0.18,1.32
1502,IHRA Drag Racing 2,2002,Racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31
1507,Madagascar,2005,Platform,Activision,0.78,0.45,0.0,0.07,1.31
1511,Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31
1518,NBA Live 07,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3
1520,SingStar '80s,2005,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3
1535,Transformers,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.29
1539,Midnight Club 3: DUB Edition (America weekly sales),2005,Racing,Take-Two Interactive,1.22,0.05,0.0,0.01,1.29
1540,Champions of Norrath,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28
1549,Manhunt,2003,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28
1551,Silent Hill 2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28
1555,LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27
1565,.hack//Infection Part 1,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27
1568,Jet Li: Rise to Honor,2004,Action,Sony Computer Entertainment,0.62,0.48,0.0,0.16,1.27
1586,Star Wars: The Force Unleashed,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25
1594,Black,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
1596,Lara Croft Tomb Raider: The Angel of Darkness,2003,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25
1599,Ratchet: Deadlocked,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24
1600,Baldur's Gate: Dark Alliance,2001,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24
1608,Ridge Racer V,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24
1609,WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.69,0.0,0.0,0.55,1.24
1613,Frogger: The Great Quest,2001,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23
1617,Driv3r,2004,Racing,Atari,0.6,0.47,0.0,0.16,1.23
1641,Parfait: Chocolat Second Style,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22
1650,NBA 2K2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22
1651,NASCAR Thunder 2003,N/A,Racing,Unknown,0.6,0.46,0.0,0.16,1.22
1653,Cars,2006,Racing,THQ,1.01,0.04,0.0,0.16,1.21
