Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11933,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
7804,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19
7090,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
6975,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23
8910,Super Street Fighter II,GEN,1993,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15
10961,Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0.0,0.01,0.09
9866,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
323,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
11224,Charlotte's Web,DS,2006,Action,Sega,0.08,0.0,0.0,0.01,0.09
11528,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.06,0.02,0.0,0.0,0.08
4302,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.0,0.04,0.46
13551,Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04
10647,Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,0.07,0.03,0.0,0.0,0.1
15612,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
9879,NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.12
15379,Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,0.02,0.0,0.0,0.0,0.02
5141,Dishonored,PS4,2015,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
5833,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0.0,0.0,0.3,0.0,0.3
15312,War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02
7991,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19
13291,Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
6429,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27
9110,Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14
10199,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
15383,Cross Treasures,DS,2009,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02
15374,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
15686,Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0.0,0.0,0.02,0.0,0.02
15002,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02
8987,Drawn to Life Collection,DS,2010,Misc,THQ,0.14,0.0,0.0,0.01,0.15
12025,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01
12030,Port Royale 3,PS3,N/A,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07
12035,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0.0,0.0,0.07
194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13
2377,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87
3378,Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.26,0.24,0.0,0.1,0.6
14355,LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03
14921,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
7736,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19
5971,Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.01,0.29
16265,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
2998,FIFA Soccer 06,XB,2005,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68
12804,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06
850,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2.0
123,Big Brain Academy,DS,2005,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67
12828,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
10235,GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11
756,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
11991,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07
16582,PGA European Tour,N64,2000,Sports,Infogrames,0.01,0.0,0.0,0.0,0.01
2701,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76
10597,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1
7075,Wipeout 2,3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23
14008,Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04
2888,LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71
11058,Winter Stars,PS3,2011,Sports,Deep Silver,0.01,0.06,0.0,0.02,0.09
13306,Gaist Crusher,3DS,2013,Action,Capcom,0.0,0.0,0.05,0.0,0.05
2706,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76
5024,SSX 3,GC,2003,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38
4108,Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48
16135,Festa!! Hyper Girls Party,PS2,2006,Adventure,KID,0.0,0.0,0.01,0.0,0.01
9304,Open Season,DS,2006,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
4013,Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5
15840,FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02
8722,The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.15,0.0,0.0,0.01,0.15
6897,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24
12649,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06
9655,Supremacy MMA,PS3,2011,Fighting,505 Games,0.06,0.04,0.0,0.02,0.13
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58
5620,Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32
5859,Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.17,0.11,0.0,0.02,0.3
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0.0,0.0,0.13,0.0,0.13
1307,Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
7598,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2
14127,Championship Manager Season 01/02,PC,2001,Sports,Eidos Interactive,0.0,0.03,0.0,0.01,0.03
15951,Poupee Girl DS,DS,2009,Misc,Alvion,0.0,0.0,0.02,0.0,0.02
12230,Disney Infinity,PSV,2013,Action,Disney Interactive Studios,0.05,0.0,0.0,0.02,0.07
5090,Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.03,0.13,0.02,0.37
3806,Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0.0,0.1,0.53
2824,Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72
6466,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26
1632,Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23
1735,Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17
1795,Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
11414,10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0.0,0.01,0.08
937,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85
3057,Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0.0,0.09,0.66
12997,Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05
9937,The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
13656,Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04
7582,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0.0,0.0,0.2
13179,Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05
4480,Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0.0,0.01,0.44
10079,Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11
9551,Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.04,0.0,0.02,0.13
11746,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07
10868,Blitz: Overtime,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09
2043,Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3,1.01
1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58
1666,FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,0.24,0.65,0.0,0.32,1.21
13337,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05
823,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
14438,Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
12697,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06
13988,Chaos;Head Noah,X360,2009,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
15802,Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02
8442,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
3959,Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5
10196,Yoostar2,PS3,2011,Misc,Unknown,0.04,0.05,0.0,0.02,0.11
15268,Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
5482,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33
5948,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0.0,0.01,0.3
4863,Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4
5613,OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32
6673,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25
5590,Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.32
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2
15087,Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
11466,Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
12350,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
12015,G-Saviour,PS2,2000,Action,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07
14879,Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03
7515,Backyard NFL Football 2006,PS2,2005,Sports,Atari,0.1,0.08,0.0,0.03,0.2
959,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81
7594,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive,0.19,0.0,0.0,0.01,0.2
12754,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06
9868,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0.0,0.0,0.01,0.12
1663,Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
6434,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27
5339,Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35
6419,Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.13,0.06,0.04,0.04,0.27
10001,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
2581,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.8
3358,Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0.0,0.08,0.6
16511,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01
3633,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55
6490,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26
44,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
8971,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15
2236,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93
6679,Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0.0,0.01,0.25
16049,Blitzkrieg 2 Anthology,PC,2008,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01
486,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
16512,Trine,PC,2009,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
1002,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76
13704,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04
14570,Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.03,0.0,0.03
9854,nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12
14760,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03
4948,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39
15984,Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
16336,Chaos;Child,PS4,2015,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
10254,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11
15325,Last Escort,PS2,2006,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
12045,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07
15781,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
8224,SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0.0,0.02,0.17
15955,Narcissus: Moshimo Ashita ga Runara,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
3742,Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
7722,Test Drive Unlimited 2,PC,N/A,Racing,Atari,0.05,0.11,0.0,0.03,0.2
6475,Virtua Racing,GEN,1994,Racing,Sega,0.0,0.0,0.26,0.0,0.26
16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.0,0.01,0.0,0.0,0.01
12530,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
79,Wii Party,Wii,2010,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49
1196,Mafia II,X360,2010,Action,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55
7336,Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.21
15148,Sacred 3,PC,2014,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02
1639,Game & Watch Gallery 3,GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22
11261,Aibou DS,DS,2009,Adventure,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
7437,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21
3318,Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61
11778,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07
12203,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
6835,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24
2182,Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0.0,0.1,0.95
2006,Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04
860,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97
6245,Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28
14442,Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03
5581,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0.0,0.01,0.32
12638,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06
8147,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0.0,0.01,0.18
7889,Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0.0,0.06,0.01,0.19
10195,Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
180,Madden NFL 2004,PS2,N/A,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23
4477,Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44
2396,NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87
10565,Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1
5411,Rayman Legends,XOne,2014,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34
9834,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
12525,Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0.0,0.01,0.06
1219,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.63,0.69,0.0,0.21,1.53
14086,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.04
14464,Renai Revenge,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
5230,Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36
16398,LMA Manager 2007,X360,2006,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01
16581,Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01
8125,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0.0,0.0,0.01,0.18
16562,Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
530,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
14532,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
16503,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
10022,Phantasy Star Collection,GBA,2002,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
3035,Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.18,0.01,0.05,0.67
15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
1526,Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3
2569,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.8
4579,NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42
5416,Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.21,0.0,0.04,0.34
