Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6938,God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
16491,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01
14536,Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
14990,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02
3487,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58
3489,Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58
13847,Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
15131,Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
5912,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.02,0.0,0.02,0.3
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13848,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
1777,Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
8932,Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15
4872,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0.0,0.03,0.4
6414,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27
2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
7853,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19
13391,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.04,0.0,0.0,0.05
4525,2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
2247,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92
2410,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87
655,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39
11931,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07
11564,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08
1961,Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0.0,0.02,1.06
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
15223,Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02
2941,Disney's Chicken Little,GBA,2005,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19
2975,Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.34,0.0,0.33,0.02,0.68
8004,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0.0,0.02,0.18
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
8509,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16
15866,Gaist Crusher God,3DS,2014,Action,Capcom,0.0,0.0,0.02,0.0,0.02
9636,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13
5315,The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,0.17,0.13,0.0,0.04,0.35
295,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
6097,Links 2004,XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29
15952,Pachinko Kaou: Misora Hibari,PS2,2007,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02
12695,Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.0,0.06
3700,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54
4803,Congo Bongo,2600,1982,Action,Sega,0.37,0.02,0.0,0.0,0.4
14121,Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0.0,0.0,0.03
10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11
2813,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73
1814,Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
1411,Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
12608,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06
10749,Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1
12199,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07
10743,Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.02,0.07,0.0,0.01,0.1
13832,BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04
5030,Elite Beat Agents,DS,2006,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
5956,Scooby-Doo! Night of 100 Frights,GC,2002,Platform,THQ,0.23,0.06,0.0,0.01,0.3
942,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0.0,1.1,0.42,0.33,1.84
6388,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27
12240,Port Royale 3,X360,N/A,Simulation,Kalypso Media,0.06,0.0,0.0,0.0,0.07
12635,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
11482,Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,0.06,0.02,0.0,0.0,0.08
15137,Homeworld,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
6669,Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25
10114,Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
9686,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0.0,0.0,0.01,0.12
13756,Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
6194,Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.23,0.01,0.28
284,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
1467,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.33
2757,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75
15489,Virtual Kasparov,GBA,2002,Strategy,Titus,0.01,0.01,0.0,0.0,0.02
12863,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
1907,Joust,2600,1982,Platform,Atari,1.01,0.06,0.0,0.01,1.08
3737,How to Train Your Dragon,DS,2010,Action,Activision,0.32,0.17,0.0,0.05,0.54
12846,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
11015,Space Chimps,Wii,2008,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09
15055,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0.0,0.0,0.0,0.02
1100,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
55,Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2.96,4.88,0.81,2.12,10.77
9704,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12
12424,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
4796,Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4
8406,Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17
12967,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05
13625,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04
4871,Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0.0,0.01,0.4
10222,Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0.0,0.0,0.11
16229,Victory Spike,PS,1996,Sports,Imagineer,0.0,0.0,0.01,0.0,0.01
9878,Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12
15502,ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
15726,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,N/A,0.87,0.32,0.0,0.02,1.21
5703,Fuel,X360,2009,Racing,Codemasters,0.09,0.19,0.0,0.04,0.31
4621,Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42
11646,Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08
4657,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.21,0.13,0.0,0.08,0.42
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1
14118,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03
14113,Travel Coach: Europe 1,DS,2008,Misc,HMH Interactive,0.0,0.03,0.0,0.0,0.03
10934,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,0.05,0.04,0.0,0.01,0.09
7237,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22
10786,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1
16118,Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
2027,Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02
9252,Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.09,0.0,0.01,0.14
13343,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
8133,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18
4519,Barnstorming,2600,1981,Action,Activision,0.4,0.02,0.0,0.0,0.43
15203,Indigo Prophecy,PC,2005,Adventure,Atari,0.0,0.02,0.0,0.0,0.02
7313,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
14239,Safari Adventures: Africa,Wii,2007,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
15980,Lotus Challenge,GC,2004,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02
7134,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.23
7344,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
12560,Carol Vorderman's Sudoku,PSP,2006,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06
8315,Backbreaker,PS3,N/A,Sports,Unknown,0.16,0.0,0.0,0.01,0.17
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
13965,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21
11033,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09
4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42
16438,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
13818,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04
3169,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.64
15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02
11680,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08
16518,Knights in the Nightmare: DHE Series Special Pack,DS,2008,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01
3132,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65
9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12
12422,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06
10463,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1
12370,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,0.0,0.06
1083,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
11901,Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07
12456,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06
8334,Bratz Kidz,Wii,2008,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17
4544,Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43
2943,WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.69
165,Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46
2795,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.63,0.05,0.0,0.06,0.73
10572,RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1
1891,Skylanders Giants,PS3,2012,Action,Activision,0.35,0.52,0.0,0.22,1.09
2179,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08,0.95
3718,Action Force,2600,1982,Action,CPG Products,0.5,0.03,0.0,0.01,0.54
7634,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.2
9955,Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.12
11477,Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08
13925,Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
7206,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22
387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
16383,Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
1764,Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15
4680,Jampack Spring 2004 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
8709,Jurassic Park: The Game,X360,N/A,Action,Unknown,0.15,0.0,0.0,0.01,0.16
3551,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57
11331,Gundam Seed: Battle Assault,GBA,2004,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
1503,The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.31
6966,The Smurfs 2,DS,2013,Platform,Ubisoft,0.0,0.21,0.0,0.02,0.23
5267,Blasto,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35
8405,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
15838,Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
18,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81
2365,NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88
16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
11775,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11634,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
3572,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
12619,Raw Danger! (JP sales),PS2,2006,Action,505 Games,0.0,0.0,0.06,0.0,0.06
3905,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.01,0.3,0.02,0.51
14185,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.01,0.03
10969,SingStar: Made In Germany,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09
10806,Imagine: Reporter,DS,2010,Simulation,Ubisoft,0.08,0.01,0.0,0.01,0.1
8736,Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0.0,0.0,0.01,0.15
