Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13765,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
9971,Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
3283,Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62
2970,Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
11236,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09
16497,Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,N/A,0.0,0.01,0.0,0.0,0.01
12497,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
4453,Bomberman II,NES,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
5556,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33
13738,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04
2018,Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03
3106,Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65
14850,Terraria,WiiU,2016,Action,505 Games,0.0,0.02,0.0,0.0,0.03
15821,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
9337,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13
372,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
6280,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27
13218,Strikers 1945,SAT,1996,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05
11282,Wreckin Crew,PS,1998,Racing,Telstar,0.05,0.03,0.0,0.01,0.08
1681,Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2
7955,Thomas the Tank Engine & Friends,GBA,2004,Adventure,N/A,0.13,0.05,0.0,0.0,0.19
11144,Happy Feet Two,Wii,N/A,Action,Warner Bros. Interactive Entertainment,0.07,0.01,0.0,0.01,0.09
4150,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47
5306,Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.06,0.35
14675,Vitamin Z,PS2,2009,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
4057,Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
5136,Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.0,0.37
7159,Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22
16163,Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01
12523,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06
7694,Looney Tunes: Space Race,PS2,2002,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2
8826,Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0.0,0.0,0.15
14508,DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.12,0.04,0.0,0.0,0.17
2993,Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68
6327,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27
8458,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0.0,0.02,0.17
14514,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
10239,Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11
2386,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
2596,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
1648,Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22
3689,LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0.0,0.1,0.54
5112,Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.18,0.14,0.0,0.05,0.37
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03
12019,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0.0,0.0,0.01,0.07
14968,Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02
4716,Spore Hero,Wii,2009,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41
9701,NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0.0,0.0,0.12
3256,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62
8468,MLB 16: The Show,PS3,2016,Action,Sony Computer Entertainment,0.13,0.0,0.0,0.03,0.16
13173,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23
8027,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
6579,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
4728,Star Wars The Clone Wars: Republic Heroes,DS,2009,Action,LucasArts,0.23,0.14,0.0,0.04,0.41
2213,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.94
7453,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21
4262,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0.0,0.0,0.03,0.46
13357,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05
14238,The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03
16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
11309,Wildlife Park 3,PC,2011,Simulation,bitComposer Games,0.0,0.07,0.0,0.02,0.08
16386,Pilot Academy,PSP,2006,Simulation,Rising Star Games,0.0,0.01,0.0,0.0,0.01
10409,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.11
12348,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06
6818,G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24
5070,Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38
787,Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1
10100,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.11
7842,Darkstalkers 3,PS,1998,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19
10939,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
13824,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.04
3090,Madden NFL 10,PSP,2009,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66
1327,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.02,0.0,0.01,0.05
4390,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
15761,Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
3870,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52
10695,Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1
4652,International Superstar Soccer Pro '98,PS,1998,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42
12188,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07
2743,Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0.0,0.1,0.75
14551,MapleStory DS,DS,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03
14662,Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
15251,Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
1726,Sonic Rush Adventure,DS,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
11198,My Make-Up,DS,2008,Misc,Oxygen Interactive,0.08,0.0,0.0,0.01,0.09
4957,The Dog Island,Wii,2007,Adventure,Ubisoft,0.35,0.01,0.0,0.03,0.39
13653,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04
5836,"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,0.17,0.12,0.0,0.02,0.3
7381,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21
16274,The Humans: Meet the Ancestors!,DS,2009,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01
5191,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0.0,0.02,0.36
5429,The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.34
4878,Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4
8046,Trauma Team,Wii,N/A,Simulation,Unknown,0.15,0.0,0.02,0.01,0.18
668,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37
9161,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14
12574,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
5123,Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
9436,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
3575,Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.08,0.0,0.07,0.56
1144,Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
12271,July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06
14621,Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03
14697,Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03
5424,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34
11105,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
89,Pokémon Platinum Version,DS,2008,Role-Playing,Nintendo,2.82,1.78,2.69,0.55,7.84
16550,Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01
15867,Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
7409,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21
9848,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12
12123,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07
15496,Otoko Yukaku,PSV,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
1010,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
6859,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
3589,Tony Hawk: Shred,Wii,2010,Sports,Activision,0.41,0.11,0.0,0.04,0.56
6370,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27
12722,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0.0,0.01,0.06
198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
8639,LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.04,0.16
7037,Tribes: Aerial Assault,PS2,N/A,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23
429,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
15538,Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02
13505,Heatseeker,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04
874,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95
13763,Imabikisou,PS3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04
13473,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04
1301,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46
15442,Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
5720,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0.0,0.02,0.31
16176,Tactics Layer: Ritina Guard Senki,DS,2009,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01
12667,Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06
4597,Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.22,0.01,0.16,0.03,0.42
12165,Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07
15092,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
6997,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23
11728,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
10481,May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,0.05,0.04,0.0,0.01,0.1
9331,Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.13
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36
11417,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08
9353,Blade II,XB,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13
9960,UN Squadron,SNES,1991,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12
5348,Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.52,0.03,0.0,0.04,0.59
8460,Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17
12103,Power Pro GB,GB,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
6607,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26
3963,Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0.0,0.01,0.5
12442,Terraria,PS4,2014,Action,505 Games,0.0,0.05,0.01,0.01,0.06
5211,North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0.0,0.0,0.03,0.36
6632,Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25
5740,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0.0,0.0,0.02,0.31
2782,The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74
3902,NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51
10083,The King of Fighters '99,PS,2000,Fighting,SNK,0.0,0.0,0.11,0.01,0.11
6033,Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29
6678,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
7067,Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23
6730,Porky's,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25
3125,MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0.0,0.12,0.65
13284,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
5341,Rugrats: Royal Ransom,PS2,2002,Platform,THQ,0.17,0.13,0.0,0.04,0.35
1524,EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3
2551,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0.0,0.13,0.81
2270,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92
7798,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.13,0.0,0.04,0.02,0.19
8810,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
6747,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25
2275,Homefront,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
7483,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0.0,0.0,0.21,0.0,0.21
6778,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.22,0.01,0.0,0.02,0.24
15113,School Days LxH,PS2,2008,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02
9057,Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14
11903,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
16112,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.01
7932,F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19
9837,Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12
5894,Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0.0,0.0,0.28,0.02,0.3
1378,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41
1899,The Biggest Loser,Wii,2009,Sports,THQ,0.87,0.12,0.0,0.09,1.08
15735,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
16153,Accel World: Kasoku no Chouten,PSP,2013,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
2625,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79
4277,Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.43,0.0,0.0,0.03,0.46
1822,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
5709,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
7956,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.07,0.0,0.02,0.19
13621,Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04
6855,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24
5798,South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02,0.31
11048,Saikyou Habu Shogi,N64,1996,Misc,Seta Corporation,0.0,0.0,0.06,0.03,0.09
8118,MindJack,PS3,2011,Shooter,Square Enix,0.07,0.08,0.0,0.03,0.18
5082,Quake 4,X360,2005,Shooter,Activision,0.32,0.03,0.0,0.03,0.38
16549,Hyakki Yagyou Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.01,0.0,0.01
15537,Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
16236,Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01
3143,Test Drive Unlimited 2,PS3,N/A,Racing,Atari,0.16,0.35,0.01,0.12,0.64
15020,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02
9638,The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
5310,Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.1,0.0,0.03,0.35
1346,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44
9538,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13
