Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1180,Pokemon Mystery Dungeon: Explorers of Sky,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
1208,LEGO Battles: Ninjago,2011,Strategy,Warner Bros. Interactive Entertainment,1.07,0.36,0.0,0.12,1.55
1216,Disney Fairies: Tinker Bell,2008,Adventure,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
1222,The Simpsons Game,2007,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53
1259,Super Scribblenauts,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5
1272,Drawn To Life: SpongeBob SquarePants Edition,2008,Adventure,THQ,1.0,0.36,0.0,0.13,1.49
1278,Bratz: Forever Diamondz,2006,Adventure,THQ,0.43,0.88,0.0,0.18,1.48
1287,Imagine: Master Chef,2007,Simulation,Ubisoft,0.39,0.92,0.0,0.17,1.47
1294,Chrono Trigger,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47
1297,Disney Princess: Magical Jewels,2007,Adventure,Disney Interactive Studios,1.15,0.2,0.0,0.12,1.47
1304,Wall-E,2008,Platform,THQ,0.46,0.83,0.0,0.17,1.46
1331,Dragon Quest Monsters: Joker 2,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45
1333,My Word Coach,2007,Misc,Ubisoft,0.37,0.9,0.0,0.18,1.45
1334,Hello Kitty Party,2007,Misc,Rising Star Games,0.79,0.53,0.0,0.13,1.44
1366,Inazuma Eleven 2,2009,Role-Playing,Nintendo,0.0,0.21,1.18,0.03,1.42
1392,Final Fantasy XII: Revenant Wings,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
1393,Bakugan: Battle Brawlers,2009,Action,Activision,1.27,0.02,0.0,0.09,1.39
1411,Gardening Mama,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
1420,Sonic Colors,2010,Platform,Sega,0.74,0.5,0.01,0.13,1.37
1441,Namco Museum DS,2007,Misc,Atari,1.18,0.01,0.06,0.09,1.35
1443,Grand Theft Auto: Chinatown Wars,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35
1458,Mario & Luigi: Partners in Time,2005,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34
1482,Petz Wild Animals: Dolphinz,2007,Simulation,Ubisoft,0.71,0.48,0.0,0.13,1.33
1483,Pokemon Ranger: Guardian Signs,2010,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33
1498,Cars 2,2011,Racing,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32
1509,LEGO Battles,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31
1537,Mystery Case Files: MillionHeir,2008,Adventure,Nintendo,0.76,0.4,0.0,0.12,1.29
1542,Imagine: Wedding Designer,2008,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.28
1571,Kung Fu Panda,2008,Action,Activision,0.56,0.57,0.0,0.14,1.26
1572,Tamagotchi Connection: Corner Shop,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26
1575,Final Fantasy IV,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
1580,Ratatouille,2007,Action,THQ,0.5,0.62,0.0,0.14,1.26
1601,Transformers: Autobots / Decepticons,2007,Action,Activision,1.12,0.03,0.0,0.09,1.24
1603,Diddy Kong Racing DS,2007,Racing,Nintendo,1.1,0.04,0.0,0.1,1.24
1658,LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.66,0.43,0.0,0.12,1.21
1683,Mario vs. Donkey Kong 2: March of the Minis,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
1716,Plants vs. Zombies,2011,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18
1726,Sonic Rush Adventure,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1750,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,0.66,0.39,0.0,0.11,1.16
1775,High School Musical 2: Work This Out!,2008,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15
1856,Petz Dogz 2,2007,Simulation,Ubisoft,0.47,0.52,0.0,0.12,1.1
1873,Imagine: Babysitters,2008,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09
1882,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,0.96,0.04,0.0,0.08,1.09
1890,Sonic & Sega All-Stars Racing,2010,Racing,Sega,0.44,0.54,0.0,0.11,1.09
1901,MySims Agents,2009,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08
1912,Spore Creatures,2008,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08
1922,Imagine: Fashion Designer New York,2008,Simulation,Ubisoft,0.65,0.32,0.0,0.1,1.07
1929,Super Princess Peach,2005,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07
1943,Junior Brain Trainer,2008,Misc,GSP,0.23,0.74,0.0,0.1,1.06
1946,Call of Duty 4: Modern Warfare,2007,Shooter,Activision,0.96,0.02,0.01,0.08,1.06
1958,Dora the Explorer: Dora Saves the Mermaids,2007,Platform,Take-Two Interactive,0.97,0.01,0.0,0.08,1.06
1965,Apollo Justice: Ace Attorney,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
1982,Imagine: Animal Doctor,2007,Simulation,Ubisoft,0.45,0.49,0.0,0.11,1.05
1988,Pokemon Conquest,2012,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05
1994,Disney Tangled,2010,Action,Disney Interactive Studios,0.58,0.37,0.0,0.09,1.04
1997,Disney Fairies: Tinker Bell and the Lost Treasure,2009,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04
2008,Kirby: Mass Attack,2011,Platform,Nintendo,0.52,0.06,0.41,0.05,1.04
2010,ZhuZhu Pets,2010,Simulation,Activision,0.68,0.27,0.0,0.09,1.04
2033,Petz: Catz 2,2007,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02
2051,Oshare Majo Love and Berry: DS Collection,2006,Misc,Sega,0.0,0.0,1.01,0.0,1.01
2075,Zoo Tycoon DS,2005,Strategy,THQ,0.86,0.04,0.01,0.08,1.0
2081,Puzzler Collection,2008,Puzzle,Ubisoft,0.17,0.78,0.0,0.04,1.0
2084,Phoenix Wright: Ace Attorney,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99
2087,Littlest Pet Shop: Winter,2008,Simulation,Electronic Arts,0.59,0.31,0.0,0.1,0.99
2106,Cars,2006,Racing,THQ,0.85,0.05,0.0,0.08,0.98
2117,Kingdom Hearts Re:coded,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98
2128,Tamagotchi Connection: Corner Shop 2,2006,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98
2150,The Sims 2,2005,Simulation,Electronic Arts,0.82,0.07,0.0,0.07,0.96
2155,Monster High: Ghoul Spirit,2011,Misc,THQ,0.72,0.17,0.0,0.07,0.96
2157,LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.37,0.49,0.0,0.1,0.96
2165,My Weight Loss Coach,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.96
2167,Mega Man Star Force Dragon / Leo / Pegasus,2006,Action,Capcom,0.39,0.0,0.53,0.03,0.96
2180,Ben 10: Alien Force,2008,Action,Koch Media,0.65,0.22,0.0,0.09,0.95
2232,Build-A-Bear Workshop,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93
2243,Inazuma Eleven 3,2010,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93
2290,Call of Duty: World at War,2008,Shooter,Activision,0.57,0.26,0.0,0.08,0.91
2305,TouchMaster 2,2008,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9
2312,Star Wars: The Force Unleashed,2008,Action,LucasArts,0.51,0.29,0.0,0.09,0.9
2320,Fossil Fighters,2008,Role-Playing,Nintendo,0.84,0.0,0.0,0.06,0.9
2333,Sonic Chronicles: The Dark Brotherhood,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89
2360,Peppa Pig: The Game,2008,Misc,Pinnacle,0.0,0.82,0.0,0.06,0.88
2400,Wizards of Waverly Place,2009,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87
2401,Scooby-Doo! First Frights,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0.0,0.07,0.87
2416,The World Ends With You,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
2425,The Legendary Starfy,2008,Platform,Nintendo,0.61,0.0,0.2,0.05,0.86
2431,FIFA Soccer 08,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85
2442,Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85
2456,Golden Sun: Dark Dawn,2010,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84
2462,Petz Dogz Fashion,2008,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84
2485,Battle of Giants: Dinosaurs,2008,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83
2500,I Spy: Fun House,2007,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
2527,Imagine: Rock Star,2008,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,2006,Action,Disney Interactive Studios,0.73,0.03,0.0,0.06,0.81
2586,Rayman Raving Rabbids 2,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8
2604,Final Fantasy Tactics A2: Grimoire of the Rift,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2610,Star Wars The Clone Wars: Jedi Alliance,2008,Action,LucasArts,0.62,0.11,0.0,0.07,0.79
2619,Drawn to Life,2007,Action,THQ,0.71,0.02,0.0,0.06,0.79
2626,Personal Trainer: Walking,2008,Sports,Nintendo,0.22,0.32,0.17,0.07,0.79
2634,Metroid Prime Hunters,2006,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78
2638,Puzzler World,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78
2639,My Little Pony: Pinkie Pie's Party,2008,Adventure,THQ,0.72,0.0,0.0,0.06,0.78
2644,Tetris Party Deluxe,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
2678,My Baby Girl,2008,Simulation,Nobilis,0.61,0.1,0.0,0.06,0.77
2679,LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0.0,0.06,0.77
2683,Pokemon Dash,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77
2702,Super Monkey Ball: Touch & Roll,2005,Misc,Sega,0.7,0.01,0.0,0.06,0.76
2716,Ace Attorney Investigations: Miles Edgeworth,2009,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76
2732,Spectrobes,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
2754,Madagascar: Escape 2 Africa,2008,Action,Activision,0.42,0.26,0.0,0.07,0.75
2762,Sega Superstars Tennis,2008,Sports,Sega,0.29,0.37,0.0,0.08,0.75
2765,Jump Ultimate Stars,2006,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74
2793,Harvest Moon DS: Island of Happiness,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2795,The Sims 2: Castaway,2007,Simulation,Electronic Arts,0.63,0.05,0.0,0.06,0.73
2804,Kirby: Canvas Curse,2005,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73
2806,Practise English!,2007,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2811,iCarly,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.73
2822,Imagine: Interior Designer,2008,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73
2827,Rabbids Go Home,2009,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72
2840,LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.35,0.3,0.0,0.07,0.72
2856,FIFA Soccer 11,2010,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72
2910,The Sims 2: Apartment Pets,2008,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7
2914,Lalaloopsy,2011,Simulation,Activision,0.54,0.1,0.0,0.06,0.7
2921,The Sims 3,2010,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7
2926,Hannah Montana: The Movie,2009,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7
2927,World of Zoo,2009,Simulation,THQ,0.43,0.2,0.0,0.06,0.7
2970,Frozen: Olaf's Quest,2013,Platform,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
2990,Fossil Fighters: Champions,2010,Role-Playing,Nintendo,0.32,0.0,0.34,0.02,0.68
2997,Cars: Mater-National Championship,2007,Racing,THQ,0.63,0.01,0.0,0.05,0.68
2999,Hidden Objects: Mystery Stories,2009,Adventure,GSP,0.19,0.43,0.0,0.05,0.68
3008,100 Classic Books,2008,Misc,Nintendo,0.13,0.52,0.0,0.02,0.67
3010,Final Fantasy Crystal Chronicles: Ring of Fates,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67
3016,Club Penguin: Elite Penguin Force - Herbert's Revenge,2010,Adventure,Disney Interactive Studios,0.4,0.22,0.0,0.06,0.67
3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,2006,Misc,Rocket Company,0.0,0.0,0.67,0.0,0.67
3039,Crafting Mama,2010,Simulation,505 Games,0.4,0.21,0.01,0.05,0.67
3045,Peppa Pig: Fun and Games,2010,Misc,Ubisoft,0.0,0.58,0.0,0.09,0.67
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67
3052,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2006,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66
3077,Wario: Master of Disguise,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66
3092,Taiko no Tatsujin DS: Touch de Dokodon!,2007,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66
3107,Up,2009,Action,THQ,0.31,0.28,0.0,0.07,0.65
3112,Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65
3116,Fire Emblem: Shadow Dragon,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65
3132,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,2008,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65
3135,Paws & Claws: Pet Vet,2007,Simulation,THQ,0.6,0.0,0.0,0.05,0.64
3166,The Princess and the Frog,2009,Platform,Disney Interactive Studios,0.41,0.17,0.0,0.06,0.64
3204,Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63
3213,Call of Duty: Black Ops,2010,Shooter,Activision,0.54,0.05,0.0,0.04,0.63
3219,Advance Wars: Days of Ruin,N/A,Strategy,Nintendo,0.44,0.13,0.0,0.06,0.63
3222,Battle of Giants: Dragons,2009,Strategy,Ubisoft,0.31,0.25,0.0,0.06,0.63
3235,MySims Racing,2009,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63
3258,Bolt,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62
3264,Wipeout: The Game,2010,Misc,Activision,0.58,0.0,0.0,0.04,0.62
3281,Dragon Quest Monsters: Joker 2 Professional,2011,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62
3304,Ganbaru Watashi no Kakei Diary,2007,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61
3309,Littlest Pet Shop: Garden,2008,Simulation,Electronic Arts,0.31,0.24,0.0,0.06,0.61
3315,SimCity DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61
3317,Petz: Dogz Pack,2008,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61
3331,Littlest Pet Shop: Jungle,2008,Simulation,Electronic Arts,0.34,0.2,0.0,0.06,0.61
3344,The Golden Compass,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6
3349,WarioWare D.I.Y.,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6
3380,Asphalt: Urban GT,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6
3383,Pokemon Trozei!,2005,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.6
3396,Final Fantasy: The 4 Heroes of Light,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59
3411,Spelling Challenges and more!,2007,Misc,505 Games,0.54,0.0,0.0,0.04,0.59
3436,FIFA Soccer 10,2009,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.59
3452,Harvest Moon: Sunshine Islands,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58
3466,Harvest Moon: The Tale of Two Towns,2010,Simulation,Natsume,0.27,0.06,0.22,0.03,0.58
3478,Mega Man Star Force 2: Zerker x Ninja / Saurian,2007,Action,Capcom,0.25,0.0,0.31,0.02,0.58
3480,Petz Nursery,2009,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.58
3486,Phoenix Wright: Ace Attorney - Justice for All,2006,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58
3497,Rooms: The Main Building,2010,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58
3521,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008,Action,THQ,0.53,0.0,0.0,0.04,0.57
3529,Petz Wild Animals: Tigerz,2008,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57
3532,Dogz,2006,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.57
3550,Bratz 4 Real,2007,Adventure,THQ,0.29,0.22,0.0,0.06,0.57
3564,Donkey Kong Jungle Climber,2007,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
3578,Hotel Dusk: Room 215,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
3581,Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.32,0.19,0.0,0.05,0.56
3603,Viva Pinata: Pocket Paradise,2008,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
3612,Catz,2006,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.56
3614,DS Bimoji Training,2008,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56
3616,Petz Catz Clan,2008,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56
3618,G-Force,2009,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56
3621,Rune Factory: A Fantasy Harvest Moon,2006,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56
3625,Purr Pals,2007,Simulation,THQ,0.18,0.36,0.0,0.02,0.56
3632,ZhuZhu Pets 2: Featuring The Wild Bunch,2010,Simulation,Activision,0.41,0.11,0.0,0.04,0.55
