Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4515,Minecraft,2016,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43
4556,Call of Duty: Black Ops II,2012,Shooter,Activision,0.21,0.18,0.0,0.03,0.43
4659,Animal Crossing: Amiibo Festival,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42
4746,The Wonderful 101,2013,Action,Nintendo,0.2,0.1,0.08,0.03,0.41
4794,Dragon Quest X,2013,Role-Playing,Square Enix,0.0,0.0,0.4,0.0,0.4
4854,Wii Sports Club,2014,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4
4858,Sonic Lost World,2013,Platform,Sega,0.24,0.12,0.01,0.03,0.4
4944,Skylanders Giants,2012,Action,Activision,0.23,0.12,0.0,0.04,0.39
4945,Just Dance 4,2012,Misc,Ubisoft,0.22,0.14,0.0,0.03,0.39
4995,Batman: Arkham City,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38
5057,Scribblenauts: Unlimited,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38
5088,ESPN: Sports Connection,2012,Sports,Ubisoft,0.21,0.12,0.0,0.04,0.37
5201,Assassin's Creed III,2012,Action,Ubisoft,0.19,0.13,0.0,0.03,0.36
5220,Call of Duty: Ghosts,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36
5290,Star Fox: Zero,2016,Shooter,Nintendo,0.16,0.1,0.07,0.03,0.35
5490,Sonic Boom: Rise of Lyric,2014,Action,Sega,0.21,0.09,0.0,0.03,0.33
5567,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0.0,0.03,0.33
5842,NES Remix,2014,Action,Nintendo,0.2,0.0,0.08,0.02,0.3
5975,Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,0.18,0.09,0.0,0.03,0.29
6151,Need for Speed: Most Wanted,2013,Racing,Electronic Arts,0.14,0.12,0.0,0.02,0.28
6183,Sing Party,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28
6229,Mass Effect 3,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28
6590,Mario & Sonic at the Rio 2016 Olympic Games,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
6794,Madden NFL 13,2012,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24
6923,Game & Wario,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
6951,Epic Mickey 2: The Power of Two,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24
6957,LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.23
7027,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23
7270,Shin Megami Tensei x Fire Emblem,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
7410,Disney's Planes,2013,Simulation,Disney Interactive Studios,0.15,0.04,0.0,0.02,0.21
7610,Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2
7692,Resident Evil: Revelations,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2
7745,Ninja Gaiden 3,2012,Action,Nintendo,0.15,0.03,0.0,0.02,0.19
7919,Taiko no Tatsujin: Wii U Version!,2013,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
7980,Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
8106,Guitar Hero Live,2015,Misc,Activision,0.12,0.04,0.0,0.02,0.18
8648,Darksiders II,2012,Action,THQ,0.07,0.07,0.0,0.01,0.16
9114,Watch Dogs,2014,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14
9146,Your Shape: Fitness Evolved 2013,2012,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14
9208,Transformers: Prime,2012,Action,Activision,0.09,0.03,0.0,0.01,0.14
9228,NBA 2K13,2012,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
9307,Game Party: Champions,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14
9374,WipeOut 3 The Game,2012,Action,Activision,0.12,0.0,0.0,0.01,0.13
9391,James Bond 007: Legends,2012,Shooter,Activision,0.07,0.05,0.0,0.01,0.13
9593,LEGO Batman 2: DC Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13
9666,Marvel Avengers: Battle for Earth,2012,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12
9715,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12
9885,Deus Ex: Human Revolution,2013,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12
9907,Rodea the Sky Soldier,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
9927,The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.08,0.03,0.0,0.01,0.12
10055,Taiko Drum Master: Tokumori!,2014,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10074,Fatal Frame: Maiden of Black Water,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11
10328,Angry Birds Star Wars,2013,Strategy,Activision,0.06,0.04,0.0,0.01,0.11
10337,Scribblenauts Unmasked: A DC Comics Adventure,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10400,Shovel Knight,2015,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11
10866,The Voice,2014,Action,Activision,0.08,0.0,0.0,0.01,0.09
10892,The Amazing Spider-Man (Console Version),2013,Action,Activision,0.05,0.03,0.0,0.01,0.09
11037,How to Train Your Dragon 2,2014,Adventure,Little Orbit,0.04,0.05,0.0,0.01,0.09
11152,The Smurfs 2,2013,Platform,Ubisoft,0.04,0.04,0.0,0.01,0.09
11169,Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.04,0.0,0.01,0.09
11238,Just Dance Wii U,2014,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09
11313,Warriors Orochi 3 Hyper,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08
11554,Just Dance: Disney Party 2,2015,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08
11907,Pac-Man and the Ghostly Adventures 2,2014,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07
12065,Tank! Tank! Tank!,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07
12184,Transformer: Rise of the Dark Spark,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07
12218,One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,2015,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12428,Devil's Third,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06
12573,DuckTales: Remastered,2013,Action,Capcom,0.05,0.0,0.0,0.0,0.06
12680,The Amazing Spider-Man 2 (2014),2014,Action,Activision,0.03,0.02,0.0,0.0,0.06
12823,Legend of Kay,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05
12885,Adventure Time: Finn & Jake Investigations,2015,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05
13108,PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.05
13917,Rabbids Land,2012,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04
14054,Penguins of Madagascar,2014,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.04
14105,Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action,D3Publisher,0.02,0.01,0.0,0.0,0.03
14271,YoKai Watch Dance: Just Dance Special Version,2015,Misc,Level 5,0.0,0.0,0.03,0.0,0.03
14475,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14625,The Croods: Prehistoric Party!,2013,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03
14646,Trine 2,2012,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
14821,Monster High 13 Wishes,2013,Action,Little Orbit,0.02,0.0,0.0,0.0,0.03
14830,Disney Planes Fire & Rescue,2014,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03
14850,Terraria,2016,Action,505 Games,0.0,0.02,0.0,0.0,0.03
14888,Turbo: Super Stunt Squad,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03
15272,Sniper Elite V2,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02
15353,Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
15409,Fist of the North Star: Ken's Rage 2,2013,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15469,Mighty No. 9,2016,Platform,Deep Silver,0.01,0.01,0.0,0.0,0.02
15535,Kamen Rider: Battride War II,2014,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15828,Puyo Puyo Tetris,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02
15890,Romance of the Three Kingdoms XII,2012,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
16107,Barbie and Her Sisters Puppy Rescue,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16255,The Book of Unwritten Tales 2,2016,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01
16299,Legend of Kay Anniversary,2015,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01
16329,Dragon Quest X: All in One Package,2015,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01
16360,Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01
16459,Art Academy: Home Studio,2015,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01
