yr_built,zipcode,price
1922,98112,728333.3333333334
1922,98115,553516.6666666666
1922,98116,699500.0
1922,98117,636333.3333333334
1922,98118,347500.0
1922,98119,855333.3333333334
1922,98122,410833.3333333333
1922,98126,448166.6666666667
1922,98133,470500.0
1922,98136,470000.0
1922,98144,1075357.142857143
1922,98146,236250.0
1922,98166,490000.0
1922,98168,174000.0
1922,98177,465000.0
1922,98178,288500.0
1922,98198,361000.0
1922,98199,605000.0
1923,98002,194900.0
1923,98022,185000.0
1923,98024,255000.0
1923,98031,759600.0
1923,98034,355000.0
1923,98055,220000.0
1923,98065,273833.3333333333
1923,98074,870000.0
1923,98102,658125.0
1923,98103,566500.0
1923,98105,1255714.2857142857
1923,98106,247500.0
1923,98107,472500.0
1923,98108,350000.0
1923,98109,1204333.3333333333
1923,98112,899333.3333333334
1923,98115,490241.6666666667
1923,98116,595000.0
1923,98117,493500.0
1923,98118,390800.0
1923,98119,677915.0
1923,98122,925000.0
1923,98126,424550.0
1923,98133,377500.0
1923,98136,506500.0
1923,98144,669917.3333333334
1923,98146,255000.0
1923,98168,280000.0
1923,98177,850000.0
1923,98178,269000.0
1923,98198,520000.0
1923,98199,1208750.0
1924,98010,330000.0
1924,98022,192500.0
1924,98028,475000.0
1924,98033,486650.0
1924,98039,1651000.0
1924,98055,245000.0
1924,98056,380000.0
1924,98065,208000.0
1924,98070,297000.0
1924,98072,902500.0
1924,98102,1183333.3333333333
1924,98103,574510.5263157894
1924,98105,659625.0
1924,98106,276713.3333333333
1924,98107,571325.0
1924,98109,698000.0
1924,98112,708000.0
1924,98115,574781.1764705882
1924,98116,679783.3333333334
1924,98117,535961.5384615385
1924,98118,487666.6666666667
1924,98119,562500.0
1924,98122,485166.6666666667
1924,98125,418250.0
1924,98126,419750.0
1924,98133,465000.0
1924,98136,507500.0
1924,98144,758333.3333333334
1924,98146,277500.0
1924,98155,583050.0
1924,98166,392500.0
1924,98178,208975.0
1925,98004,975000.0
1925,98011,516250.0
1925,98022,288996.6666666667
1925,98023,701000.0
1925,98045,280000.0
1925,98055,224250.0
1925,98058,450000.0
1925,98065,279000.0
1925,98070,295000.0
1925,98103,658719.7368421053
1925,98105,657285.7142857143
1925,98106,366178.5714285714
1925,98107,539500.0
1925,98108,352483.3333333333
1925,98109,1182500.0
1925,98112,1109491.0
1925,98115,567234.6153846154
1925,98116,561075.0
1925,98117,576045.4545454546
1925,98118,627113.6363636364
1925,98119,802962.5
1925,98122,537666.6666666666
1925,98125,436000.0
1925,98126,460466.6666666667
1925,98133,435000.0
1925,98136,459085.71428571426
1925,98144,695302.0833333334
1925,98146,425000.0
1925,98166,313000.0
1925,98168,175000.0
1925,98178,345000.0
1925,98199,946000.0
1926,98022,287000.0
1926,98032,225000.0
1926,98038,280000.0
1926,98055,140000.0
1926,98070,252000.0
1926,98102,1750000.0
1926,98103,612454.1666666666
1926,98105,894309.0909090909
1926,98106,312000.0
1926,98107,646200.0
1926,98108,317975.0
1926,98109,649500.0
1926,98112,1219441.6666666667
1926,98115,631600.0
1926,98116,612562.8571428572
1926,98117,566512.7619047619
1926,98118,411859.0909090909
1926,98119,755666.6666666666
1926,98122,570500.0
1926,98125,378700.0
1926,98126,489350.0
1926,98133,394666.6666666667
1926,98136,642000.0
1926,98144,875200.0
1926,98146,665900.0
1926,98155,307500.0
1926,98166,212000.0
1926,98168,218250.0
1926,98178,466000.0
1926,98188,707000.0
1926,98198,472500.0
1926,98199,727500.0
1927,98002,174500.0
1927,98003,360000.0
1927,98022,468000.0
1927,98028,310000.0
1927,98033,616300.0
1927,98045,281000.0
1927,98102,979700.0
1927,98103,616272.7272727273
1927,98105,766270.0
1927,98106,315200.0
1927,98107,534000.0
1927,98108,442000.0
1927,98109,573833.3333333334
1927,98112,1246022.7272727273
1927,98115,607957.1428571428
1927,98116,586333.3333333334
1927,98117,514646.1538461539
1927,98118,515125.0
1927,98119,1037600.0
1927,98122,771000.0
1927,98125,587450.0
1927,98126,479754.85714285716
1927,98133,359666.6666666667
1927,98144,691200.0
1927,98155,332950.0
1927,98168,110000.0
1927,98177,1755000.0
1927,98199,723733.3333333334
1928,98014,150000.0
1928,98022,250000.0
1928,98024,303000.0
1928,98033,600000.0
1928,98034,1199000.0
1928,98040,875550.0
1928,98055,262000.0
1928,98065,235000.0
1928,98070,385000.0
1928,98103,620863.1818181818
1928,98105,919700.0
1928,98106,285800.0
1928,98107,583200.0
1928,98108,330000.0
1928,98112,1403333.3333333333
1928,98115,522500.0
1928,98116,689025.0
1928,98117,595500.0
1928,98118,346000.0
1928,98119,1768000.0
1928,98122,810500.0
1928,98125,528571.4285714285
1928,98126,413766.6666666667
1928,98133,351562.5
1928,98136,611500.0
1928,98144,771662.5
1928,98146,184500.0
1928,98148,195000.0
1928,98155,370000.0
1928,98168,225000.0
1928,98178,374140.0
1928,98188,130000.0
1928,98198,425000.0
1928,98199,1586666.6666666667
1929,98031,220000.0
1929,98039,1398000.0
1929,98055,309475.0
1929,98065,285000.0
1929,98070,407185.0
1929,98102,845000.0
1929,98103,683812.5
1929,98105,715333.3333333334
1929,98106,338583.3333333333
1929,98108,504500.0
1929,98109,845666.6666666666
1929,98112,785000.0
1929,98115,521721.64285714284
1929,98116,560000.0
1929,98117,591546.6206896552
1929,98118,394771.4285714286
1929,98119,768466.6666666666
1929,98122,528625.0
1929,98126,496285.71428571426
1929,98133,441875.0
1929,98144,1131100.0
1929,98155,274000.0
1929,98168,240733.33333333334
1929,98188,440000.0
1929,98199,1143233.3333333333
1930,98002,319450.0
1930,98004,1208000.0
1930,98011,435000.0
1930,98014,800000.0
1930,98022,254000.0
1930,98024,275000.0
1930,98028,615000.0
1930,98030,213500.0
1930,98033,495000.0
1930,98040,2367000.0
1930,98042,295000.0
1930,98045,286000.0
1930,98055,238333.33333333334
1930,98059,320000.0
1930,98103,529000.0
1930,98105,913400.0
1930,98106,319530.0
1930,98109,1064000.0
1930,98112,1197500.0
1930,98115,581175.0
1930,98116,500000.0
1930,98117,669618.75
1930,98122,749000.0
1930,98125,416250.0
1930,98126,673000.0
1930,98133,407444.0
1930,98136,489666.6666666667
1930,98144,660000.0
1930,98146,157450.0
1930,98148,235000.0
1930,98166,567000.0
1930,98168,229500.0
1930,98178,262950.0
1930,98198,550000.0
1930,98199,1175000.0
1931,98002,215000.0
1931,98022,169000.0
1931,98027,542500.0
1931,98034,294000.0
1931,98040,2485000.0
1931,98055,290300.0
1931,98059,448500.0
1931,98065,308500.0
1931,98075,775000.0
1931,98103,705000.0
1931,98105,1202200.0
1931,98106,295000.0
1931,98109,725000.0
1931,98112,1156000.0
1931,98115,574178.5714285715
1931,98116,640420.0
1931,98117,537250.0
1931,98118,735000.0
1931,98119,615000.0
1931,98122,464000.0
1931,98125,1360000.0
1931,98133,336500.0
1931,98136,502000.0
1931,98144,685000.0
1931,98168,275000.0
1931,98178,208333.33333333334
1931,98188,275000.0
1931,98199,901166.6666666666
1932,98019,420000.0
1932,98022,460000.0
1932,98024,364000.0
1932,98028,318750.0
1932,98030,295255.0
1932,98034,520000.0
1932,98038,279000.0
1932,98045,240000.0
1932,98055,222000.0
1932,98059,230000.0
1932,98092,362500.0
1932,98103,800000.0
1932,98106,346500.0
1932,98109,1307000.0
1932,98115,459400.0
1932,98117,703300.0
1932,98126,503000.0
1932,98133,380475.0
1932,98136,280000.0
1932,98148,275250.0
1932,98155,310000.0
1932,98168,191750.0
1932,98199,893800.0
1933,98006,1800000.0
1933,98022,443500.0
1933,98024,200000.0
1933,98028,219500.0
1933,98030,175000.0
1933,98040,1250000.0
1933,98052,550000.0
1933,98056,327000.0
1933,98108,425000.0
1933,98109,736000.0
1933,98112,2225000.0
1933,98133,310000.0
1933,98136,939000.0
1933,98146,156000.0
1933,98148,338000.0
1933,98168,257500.0
1933,98199,1709500.0
1934,98010,510000.0
1934,98034,750000.0
1934,98040,2027000.0
1934,98045,230000.0
1934,98065,402000.0
1934,98070,230000.0
1934,98103,338000.0
1934,98106,240000.0
1934,98115,472500.0
1934,98117,750000.0
1934,98125,869125.0
1934,98146,420000.0
1934,98155,447975.0
1934,98168,252333.33333333334
1934,98198,217000.0
1935,98014,160000.0
1935,98022,199990.0
1935,98031,242025.0
1935,98070,337500.0
1935,98074,895000.0
1935,98092,250000.0
1935,98103,825000.0
1935,98112,2453500.0
1935,98115,737500.0
1935,98118,315000.0
1935,98122,600000.0
1935,98125,442500.0
1935,98136,565000.0
1935,98146,282500.0
1935,98155,455000.0
1935,98168,168500.0
1935,98177,293000.0
1935,98178,221250.0
1935,98199,865000.0
1936,98001,292500.0
1936,98011,310000.0
1936,98024,393000.0
1936,98034,435000.0
1936,98055,358750.0
1936,98070,314950.0
1936,98074,550000.0
1936,98105,1896300.0
1936,98106,255000.0
1936,98108,545500.0
1936,98115,485000.0
1936,98116,738000.0
1936,98117,1307500.0
1936,98119,845000.0
1936,98125,325000.0
1936,98126,382000.0
1936,98133,354583.3333333333
1936,98136,445000.0
1936,98146,213750.0
1936,98168,202625.0
1936,98178,287500.0
1936,98198,204000.0
1936,98199,757500.0
1937,98003,302000.0
1937,98011,548000.0
1937,98014,405000.0
1937,98033,750000.0
1937,98055,230000.0
1937,98065,335000.0
1937,98070,556500.0
1937,98105,1512666.6666666667
1937,98106,242250.0
1937,98107,699000.0
1937,98108,338750.0
1937,98112,1738000.0
1937,98115,631357.1428571428
1937,98117,416400.0
1937,98125,640666.6666666666
1937,98133,357333.3333333333
1937,98136,896666.6666666666
1937,98146,226458.33333333334
1937,98148,289950.0
1937,98155,600000.0
1937,98168,257666.66666666666
1937,98177,512500.0
1937,98199,1006535.0
1938,98001,389000.0
1938,98002,210000.0
1938,98022,327749.5
1938,98023,294000.0
1938,98028,450000.0
1938,98030,245000.0
1938,98034,400000.0
1938,98038,485000.0
1938,98045,275000.0
1938,98055,326475.0
1938,98059,250000.0
1938,98072,659000.0
1938,98103,525833.0
1938,98105,1920000.0
1938,98108,208417.0
1938,98112,962500.0
1938,98115,471900.0
1938,98116,520000.0
1938,98117,494500.0
1938,98118,452000.0
1938,98125,430000.0
1938,98126,559000.0
1938,98146,646900.0
1938,98155,1135000.0
1938,98166,356000.0
1938,98168,205612.5
1938,98199,914333.3333333334
1939,98001,249900.0
1939,98003,590000.0
1939,98006,1000000.0
1939,98019,375000.0
1939,98022,219000.0
1939,98023,248500.0
1939,98027,305000.0
1939,98030,253750.0
1939,98032,160000.0
1939,98033,762000.0
1939,98055,100000.0
1939,98103,611416.6666666666
1939,98105,1119120.2
1939,98106,196450.0
1939,98107,754300.0
1939,98108,232500.0
1939,98109,655000.0
1939,98112,1632333.3333333333
1939,98115,649208.0
1939,98117,519587.5
1939,98118,910000.0
1939,98125,761900.0
1939,98126,330000.0
1939,98133,361250.0
1939,98136,377500.0
1939,98144,678933.3333333334
1939,98146,326681.25
1939,98155,379300.0
1939,98168,262133.33333333334
1939,98177,846500.0
1939,98178,337475.0
1939,98188,225000.0
1939,98198,157000.0
1939,98199,732923.0769230769
1940,98004,7062500.0
1940,98010,440000.0
1940,98019,350000.0
1940,98022,287000.0
1940,98024,392500.0
1940,98027,455000.0
1940,98028,387450.0
1940,98030,350000.0
1940,98033,375000.0
1940,98042,198900.0
1940,98052,445000.0
1940,98053,225000.0
1940,98055,192000.0
1940,98103,515600.0
1940,98105,892598.375
1940,98106,249000.0
1940,98107,636000.0
1940,98108,340000.0
1940,98112,1810450.0
1940,98115,488405.0
1940,98116,566531.75
1940,98117,555058.3333333334
1940,98118,404325.0
1940,98119,820000.0
1940,98125,551859.0909090909
1940,98126,428807.14285714284
1940,98133,348600.0
1940,98136,431666.6666666667
1940,98144,402500.0
1940,98146,357454.54545454547
1940,98155,429500.0
1940,98166,543200.0
1940,98168,226666.66666666666
1940,98177,898800.0
1940,98178,254833.33333333334
1940,98188,294950.0
1940,98198,178487.5
1940,98199,795650.0
1941,98002,233000.0
1941,98022,200000.0
1941,98024,291000.0
1941,98027,401000.0
1941,98028,251462.5
1941,98030,297475.0
1941,98033,900000.0
1941,98042,311000.0
1941,98056,321000.0
1941,98070,329500.0
1941,98103,503318.4
1941,98105,969500.0
1941,98106,342500.0
1941,98108,379357.14285714284
1941,98112,1649916.6666666667
1941,98115,557266.8421052631
1941,98116,599444.4444444445
1941,98117,642625.0
1941,98118,232666.66666666666
1941,98119,749950.0
1941,98125,499741.6666666667
1941,98126,382216.6666666667
1941,98133,370308.8
1941,98136,532992.8571428572
1941,98144,1324750.0
1941,98146,352583.3333333333
1941,98155,242500.0
1941,98166,442050.0
1941,98168,248778.57142857142
1941,98177,563833.3333333334
1941,98178,261316.66666666666
1941,98188,133350.0
1941,98199,785951.1
1942,98001,239950.0
1942,98002,206000.0
1942,98003,229000.0
1942,98008,1700000.0
1942,98023,279900.0
1942,98024,205000.0
1942,98028,270000.0
1942,98030,250000.0
1942,98033,629388.8888888889
1942,98039,1550000.0
1942,98052,470000.0
1942,98055,294925.0
1942,98056,234434.46666666667
1942,98058,283237.5
1942,98065,282500.0
1942,98077,299000.0
1942,98103,429425.0
1942,98105,595000.0
1942,98106,261000.0
1942,98108,324999.6
1942,98109,930000.0
1942,98115,516269.23076923075
1942,98116,444475.0
1942,98117,458796.92307692306
1942,98118,394250.0
1942,98125,431800.0
1942,98126,324964.5833333333
1942,98133,407311.375
1942,98136,383300.0
1942,98144,1082000.0
1942,98146,258588.7931034483
1942,98155,349350.0
1942,98166,266455.0
1942,98168,231478.94736842104
1942,98177,591433.3333333334
1942,98178,204950.0
1942,98188,220496.66666666666
1942,98198,239875.0
1942,98199,551277.5
1943,98001,311000.0
1943,98005,400000.0
1943,98023,277750.0
1943,98024,332500.0
1943,98027,420333.3333333333
1943,98030,147500.0
1943,98034,330000.0
1943,98040,770000.0
1943,98045,380000.0
1943,98052,811000.0
1943,98055,243000.0
1943,98056,268949.5
1943,98058,219475.0
1943,98059,302500.0
1943,98070,378600.0
1943,98102,401462.5
1943,98103,566481.5
1943,98105,624927.8571428572
1943,98106,261393.125
1943,98108,307875.0
1943,98109,430000.0
1943,98115,655250.0
1943,98116,328000.0
1943,98117,490350.0
1943,98118,256000.0
1943,98122,571000.0
1943,98125,267500.0
1943,98126,392200.0
1943,98133,334237.5
1943,98136,406766.6666666667
1943,98146,251500.0
1943,98155,315000.0
1943,98166,218581.91666666666
1943,98168,173983.33333333334
1943,98177,835000.0
1943,98178,226999.33333333334
1943,98188,213712.5
1943,98198,262450.0
1943,98199,531516.125
1944,98001,199900.0
1944,98002,269950.0
1944,98004,980000.0
1944,98011,336000.0
1944,98019,250000.0
1944,98032,228200.0
1944,98033,500000.0
1944,98052,275000.0
1944,98056,248666.66666666666
1944,98058,157937.0
1944,98103,409950.0
1944,98106,247500.0
1944,98107,535999.875
1944,98108,443500.0
1944,98115,579750.0
1944,98116,565500.0
1944,98117,497709.375
1944,98118,291000.0
1944,98125,379957.6923076923
1944,98126,448348.0
1944,98133,334471.85714285716
1944,98136,536000.0
1944,98146,528333.3333333334
1944,98166,272174.9
1944,98168,216180.55555555556
1944,98177,347750.0
1944,98178,216750.75862068965
1944,98199,530609.0
1945,98004,600000.0
1945,98005,1008000.0
1945,98006,550000.0
1945,98010,630000.0
1945,98014,420850.0
1945,98022,189550.0
1945,98032,281000.0
1945,98038,145000.0
1945,98042,120000.0
1945,98052,247500.0
1945,98058,195000.0
1945,98059,492000.0
1945,98103,340000.0
1945,98105,573500.0
1945,98106,241005.0
1945,98107,538250.0
1945,98115,622150.0
1945,98116,751500.0
1945,98117,572837.5
1945,98122,327500.0
1945,98125,398500.0
1945,98126,367712.5
1945,98133,324250.0
1945,98136,360000.0
1945,98144,470000.0
1945,98146,219166.66666666666
1945,98155,329237.5
1945,98168,242775.0
1945,98177,643500.0
1945,98178,303800.625
1945,98199,546583.3333333334
1946,98001,206737.5
1946,98002,190000.0
