Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
582,Mario Strikers Charged,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
588,Super Mario All-Stars: Limited Edition,2010,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
606,Deca Sports,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
611,Game Party,2007,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52
619,LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49
628,uDraw Studio,2010,Misc,THQ,1.67,0.58,0.0,0.2,2.46
653,LEGO Indiana Jones: The Original Adventures,N/A,Action,LucasArts,1.54,0.63,0.0,0.22,2.39
677,Skylanders SWAP Force,2013,Platform,Activision,1.32,0.83,0.0,0.2,2.34
679,My Fitness Coach,2008,Sports,Ubisoft,1.2,0.9,0.0,0.24,2.34
684,Just Dance Kids,2010,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32
700,Just Dance 2015,2014,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28
709,Super Monkey Ball: Banana Blitz,2006,Misc,Sega,1.07,0.92,0.04,0.24,2.27
713,Call of Duty 3,N/A,Shooter,Activision,1.19,0.84,0.0,0.23,2.26
714,Resident Evil 4,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26
720,Monster Hunter Tri,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25
740,Sonic Unleashed,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2
758,Your Shape featuring Jenny McCarthy,2009,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16
775,Kirby's Epic Yarn,2010,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12
783,Mario Sports Mix,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11
784,Rock Band,N/A,Misc,MTV Games,1.35,0.56,0.0,0.2,2.11
797,Wipeout: The Game,2009,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09
804,Dance Dance Revolution: Hottest Party,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0.0,0.2,2.08
833,Rayman Raving Rabbids: TV Party,2008,Misc,Ubisoft,0.73,1.09,0.0,0.23,2.04
863,Call of Duty: World at War,2008,Shooter,Activision,1.2,0.59,0.0,0.19,1.97
894,Mario Super Sluggers,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93
898,Monopoly,2008,Misc,Electronic Arts,0.87,0.85,0.0,0.2,1.92
903,Toy Story Mania!,2009,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92
905,Star Wars: The Force Unleashed,2008,Action,LucasArts,1.14,0.57,0.0,0.19,1.91
906,Game Party 2,2008,Misc,Midway Games,1.3,0.44,0.0,0.17,1.91
908,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,1.08,0.66,0.0,0.17,1.91
935,GoldenEye 007 (2010),2010,Action,Activision,0.85,0.71,0.13,0.16,1.86
938,Rayman Raving Rabbids 2,2007,Misc,Ubisoft,0.83,0.82,0.0,0.2,1.85
957,Metroid Prime 3: Corruption,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
982,High School Musical: Sing It!,2007,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77
1019,The Beatles: Rock Band,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74
1021,Sonic Colors,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74
1031,Disney Infinity,2013,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73
1043,Game Party 3,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71
1050,Cabela's Big Game Hunter 2010,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7
1053,We Ski,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
1055,Kirby's Return to Dreamland,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
1081,Star Wars The Clone Wars: Lightsaber Duels,2008,Action,LucasArts,1.23,0.3,0.0,0.14,1.68
1082,MySims,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1084,Shaun White Snowboarding: Road Trip,2008,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67
1086,Big Beach Sports,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.67
1111,Go Vacation,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
1116,LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.76,0.72,0.0,0.16,1.64
1141,Pokemon Battle Revolution,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
1150,Dance Dance Revolution: Hottest Party 2,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1171,Carnival Games: Mini Golf,2008,Sports,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58
1176,Guitar Hero 5,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58
1200,Active Life: Outdoor Challenge,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55
1211,Resident Evil: The Umbrella Chronicles,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1221,MySims Kingdom,2008,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1225,Call of Duty: Modern Warfare: Reflex Edition,2009,Shooter,Activision,0.95,0.43,0.0,0.14,1.53
1244,Sonic & Sega All-Stars Racing,2010,Racing,Sega,0.65,0.71,0.0,0.15,1.51
1268,Disney Sing It: Pop Hits,2009,Misc,Disney Interactive Studios,1.08,0.28,0.0,0.13,1.49
1276,The Sims 3,2010,Simulation,Electronic Arts,0.61,0.73,0.0,0.15,1.49
1277,New Play Control! Mario Power Tennis,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48
1296,The House of the Dead 2 & 3 Return,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
1312,LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46
1324,Smarty Pants,2007,Misc,Electronic Arts,0.53,0.76,0.0,0.16,1.45
1330,Hasbro Family Game Night,2008,Puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.45
1342,Rayman Raving Rabbids,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44
1349,LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.91,0.39,0.0,0.13,1.43
1351,Tiger Woods PGA Tour 09 All-Play,2008,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43
1369,Toy Story 3: The Video Game,2010,Action,Disney Interactive Studios,0.64,0.63,0.0,0.14,1.41
1376,Metroid: Other M,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.41
1381,Call of Duty: Black Ops,2010,Shooter,Activision,0.82,0.47,0.0,0.12,1.4
1398,Hannah Montana: Spotlight World Tour,2007,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39
1409,Hasbro Family Game Night 2,2009,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38
1410,Disney Princess: Enchanted Journey,2007,Adventure,Disney Interactive Studios,1.24,0.04,0.0,0.09,1.38
1435,LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.76,0.47,0.0,0.13,1.36
1506,Deal or No Deal,2009,Misc,Zoo Games,1.22,0.0,0.0,0.09,1.31
1512,High School Musical 3: Senior Year DANCE!,2008,Misc,Disney Interactive Studios,0.68,0.49,0.0,0.13,1.31
1513,Gold's Gym: Cardio Workout,2008,Sports,Ubisoft,1.11,0.04,0.06,0.09,1.31
1521,EA Playground,2007,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3
1524,EA Sports Active 2,2010,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3
1527,Need for Speed Carbon,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
1536,Guitar Hero: Aerosmith,2008,Misc,Activision,1.04,0.14,0.0,0.1,1.29
1564,Jillian Michaels' Fitness Ultimatum 2009,2008,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27
1566,Rockstar Games presents Table Tennis,2007,Sports,Take-Two Interactive,0.39,0.73,0.0,0.15,1.27
1583,Winter Sports: The Ultimate Challenge,2007,Sports,RTL,0.45,0.68,0.0,0.12,1.26
1612,Ben 10: Protector of Earth,2007,Action,D3Publisher,0.55,0.55,0.0,0.13,1.23
1631,Boom Blox,2008,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23
1633,The Sims 2: Castaway,2007,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23
1672,Just Dance 2016,2015,Misc,Ubisoft,0.52,0.59,0.0,0.1,1.2
1673,Disney Sing It,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.12,1.2
1684,PokéPark Wii: Pikachu's Adventure,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
1692,Pro Evolution Soccer 2008,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
1725,Wario Land: Shake It!,2008,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17
1742,EA Sports Active: More Workouts,2009,Sports,Electronic Arts,0.78,0.28,0.0,0.1,1.16
1770,Sonic and the Black Knight,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15
1791,Rabbids Go Home,2009,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14
1844,Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11
1864,NERF N-Strike,2008,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1
1886,Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09
1892,Endless Ocean,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1899,The Biggest Loser,2009,Sports,THQ,0.87,0.12,0.0,0.09,1.08
1902,Resident Evil: The Darkside Chronicles,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08
1905,FIFA Soccer 11,2010,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08
1935,Disney Universe,2011,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07
1948,Sega Superstars Tennis,2008,Sports,Sega,0.28,0.65,0.0,0.13,1.06
1969,Skylanders: Trap Team,2014,Action,Activision,0.42,0.54,0.0,0.08,1.05
1972,Dance on Broadway,2010,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05
1986,MySims Agents,2009,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.05
1990,Guinness World Records: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04
1993,Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,0.33,0.37,0.26,0.09,1.04
2017,Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03
2019,Epic Mickey 2: The Power of Two,2012,Action,Disney Interactive Studios,0.72,0.23,0.0,0.08,1.03
2023,The Simpsons Game,2007,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03
2025,Rock Band 2,2008,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03
2028,FIFA Soccer 08,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
2029,Naruto: Clash of Ninja Revolution,2007,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02
2036,Wall-E,2008,Platform,THQ,0.51,0.4,0.0,0.11,1.02
2050,Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.48,0.44,0.0,0.09,1.01
2056,NERF N-Strike Elite,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0
2078,Wheel of Fortune,2010,Misc,THQ,0.89,0.04,0.0,0.06,1.0
2093,Band Hero,2009,Misc,Activision,0.6,0.3,0.0,0.09,0.99
2094,Cars: Race-O-Rama,2009,Racing,THQ,0.61,0.3,0.0,0.09,0.99
2097,Scooby-Doo! First Frights,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0.0,0.07,0.99
2101,WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.38,0.5,0.0,0.11,0.99
2102,FIFA Soccer 10,2009,Sports,Electronic Arts,0.23,0.65,0.0,0.11,0.99
2109,Xenoblade Chronicles,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98
2131,de Blob,2008,Platform,THQ,0.5,0.37,0.0,0.1,0.97
2138,Club Penguin: Game Day!,2010,Sports,Disney Interactive Studios,0.56,0.33,0.0,0.08,0.97
2143,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0.0,0.08,0.97
2156,Dragon Quest X,2012,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
2182,Cars 2,2011,Racing,Disney Interactive Studios,0.46,0.39,0.0,0.1,0.95
2189,Guitar Hero: Metallica,2009,Misc,Activision,0.41,0.43,0.0,0.1,0.95
2193,Tony Hawk: RIDE,2009,Sports,Activision,0.7,0.17,0.0,0.08,0.95
2195,Wii Play: Motion,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95
2203,Cars,2006,Racing,THQ,0.83,0.04,0.0,0.07,0.94
2222,Nickelodeon Fit,2010,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.93
2227,EA Sports Grand Slam Tennis,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93
2230,Sonic Riders: Zero Gravity,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93
2259,Kung Fu Panda,2008,Action,Activision,0.5,0.32,0.0,0.09,0.92
2276,AMF Bowling Pinbusters!,2007,Sports,Bethesda Softworks,0.85,0.0,0.0,0.07,0.91
2297,Rhythm Heaven,N/A,Misc,Unknown,0.13,0.0,0.77,0.01,0.9
2303,We Ski & Snowboard,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9
2316,Samba De Amigo,2008,Misc,Sega,0.42,0.37,0.01,0.1,0.9
2319,FIFA Soccer 09 All-Play,2008,Sports,Electronic Arts,0.29,0.52,0.0,0.09,0.9
2329,Madden NFL 08,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89
2340,CSI: Hard Evidence,2008,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89
2342,F1 2009,2009,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89
2348,Monster 4X4: World Circuit,2006,Racing,Ubisoft,0.81,0.0,0.01,0.07,0.89
2352,Call of Duty: Modern Warfare 3,2011,Shooter,Activision,0.6,0.21,0.0,0.08,0.89
2362,Ghostbusters: The Video Game,2009,Action,Atari,0.6,0.21,0.0,0.08,0.88
2367,Endless Ocean: Blue World,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88
2371,Cooking Mama: World Kitchen,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88
2382,Gold's Gym: Dance Workout,2010,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87
2388,Pictionary,2010,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87
2393,The House of the Dead: Overkill,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87
2412,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
2433,Need for Speed: Nitro,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85
2434,Madden NFL 09 All-Play,2008,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85
2440,Blazing Angels: Squadrons of WWII,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.85
2452,Karaoke Revolution Glee,2010,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85
2467,Harvest Moon: Tree of Tranquility,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2482,WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.44,0.31,0.0,0.08,0.83
2497,The Price is Right,2008,Misc,Ubisoft,0.77,0.0,0.0,0.06,0.83
2505,Deca Sports 2,2009,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82
2511,Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0.44,0.3,0.0,0.08,0.82
2524,Hasbro Family Game Night 3,2010,Misc,Electronic Arts,0.47,0.28,0.0,0.07,0.82
2541,EA Sports Active NFL Training Camp,2010,Sports,Electronic Arts,0.77,0.0,0.0,0.05,0.81
2558,Ben 10: Alien Force,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.81
2564,MadWorld,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8
2569,ABBA: You Can Dance,2011,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.8
2580,All Star Cheer Squad,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.8
2590,Star Wars: The Force Unleashed II,2010,Action,LucasArts,0.54,0.19,0.0,0.06,0.8
2617,Ghost Squad,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
2621,FIFA 12,2011,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79
2628,PokePark 2: Wonders Beyond,2011,Action,Nintendo,0.27,0.2,0.27,0.05,0.79
2640,We Sing,2009,Misc,Nordic Games,0.0,0.69,0.0,0.09,0.78
2659,Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.28,0.4,0.0,0.09,0.77
2660,DJ Hero,2009,Misc,Activision,0.47,0.23,0.0,0.07,0.77
2691,Raving Rabbids: Travel in Time,2010,Adventure,Ubisoft,0.22,0.47,0.0,0.08,0.76
2704,Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76
2712,Deer Drive,2009,Sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76
2718,FIFA 15,2014,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76
2726,Monopoly Streets,2010,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76
2728,Harvest Moon: Animal Parade,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2740,WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,0.51,0.17,0.0,0.07,0.75
2778,Madden NFL 11,N/A,Sports,Unknown,0.7,0.0,0.0,0.05,0.74
2779,Namco Museum Remix,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74
2784,Indiana Jones and the Staff of Kings,2009,Action,Activision,0.36,0.3,0.0,0.08,0.74
2803,Madden NFL 10,2009,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73
2814,Just Dance Wii,2011,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2819,Avatar: The Game,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73
2830,FIFA Soccer 13,2012,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
2879,LEGO Rock Band,2009,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
2947,Disney Tangled,2010,Action,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69
2975,Kirby's Dream Collection: Special Edition,2012,Action,Nintendo,0.34,0.0,0.33,0.02,0.68
2976,Bakugan: Battle Brawlers,2009,Action,Activision,0.6,0.03,0.0,0.05,0.68
2978,The Last Story,2011,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.68
3000,Red Steel,2006,Shooter,Ubisoft,0.55,0.04,0.04,0.05,0.68
3005,Country Dance,2011,Misc,Funbox Media,0.59,0.04,0.0,0.04,0.68
3021,The Biggest Loser: Challenge,2010,Sports,THQ,0.49,0.13,0.0,0.05,0.67
3026,Need For Speed: Undercover,2008,Racing,Electronic Arts,0.27,0.32,0.0,0.07,0.67
3027,Taiko no Tatsujin Wii,2008,Misc,Namco Bandai Games,0.0,0.0,0.67,0.0,0.67
3034,Summer Sports: Paradise Island (Others sales),2008,Sports,Ubisoft,0.0,0.66,0.0,0.01,0.67
3038,TV Show King Party,2008,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67
3040,007: Quantum of Solace,2008,Action,Activision,0.3,0.29,0.01,0.07,0.67
3041,Rock Band 3,2010,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67
3068,Puzzler Brain Games,2012,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66
3083,New Play Control! Pikmin,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66
3109,Real Heroes: Firefighter,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65
3126,Disney Sing It: Party Hits,2010,Misc,Disney Interactive Studios,0.5,0.11,0.0,0.05,0.65
3131,The Black Eyed Peas Experience,2011,Misc,Ubisoft,0.39,0.2,0.0,0.06,0.65
3180,Donkey Kong Barrel Blast,2007,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64
3181,Okami,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64
3184,Family Feud: 2010 Edition,2009,Misc,Ubisoft,0.59,0.0,0.0,0.04,0.64
3185,Red Steel 2,2010,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63
3207,DJ Hero 2,2010,Misc,Activision,0.49,0.09,0.0,0.04,0.63
3210,Cabela's Big Game Hunter (2008),2007,Sports,Activision,0.58,0.0,0.0,0.05,0.63
3216,Metroid Prime: Trilogy,2009,Shooter,Nintendo,0.43,0.05,0.0,0.14,0.63
3232,World of Zoo,2009,Simulation,THQ,0.41,0.16,0.0,0.05,0.63
3266,SpongeBob's Atlantis SquarePantis,2007,Action,THQ,0.57,0.01,0.0,0.04,0.62
3285,Muramasa: The Demon Blade,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61
3293,Disney Sing It: Family Hits,2010,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61
3297,New Carnival Games,2010,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61
3303,Cabela's Monster Buck Hunter,2010,Sports,Activision,0.58,0.0,0.0,0.03,0.61
3306,New Play Control! Donkey Kong Jungle Beat,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
3312,Pac-Man Party,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61
3325,Guitar Hero: Smash Hits,2009,Misc,Activision,0.33,0.21,0.0,0.06,0.61
3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61
3335,New Play Control! Pikmin 2,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6
3346,Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,0.36,0.19,0.0,0.05,0.6
3348,The Golden Compass,N/A,Action,Sega,0.26,0.28,0.0,0.07,0.6
3366,Disney Sing It! High School Musical 3: Senior Year,2008,Misc,Disney Interactive Studios,0.32,0.23,0.0,0.04,0.6
3390,Jeopardy!,2010,Misc,THQ,0.56,0.0,0.0,0.03,0.59
3397,Iron Man,2008,Action,Sega,0.31,0.22,0.0,0.06,0.59
3412,Go Diego Go! Great Dinosaur Rescue,2008,Action,Take-Two Interactive,0.53,0.02,0.0,0.04,0.59
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,Activision,0.52,0.03,0.0,0.04,0.59
3424,Skate it,2008,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59
3440,Top Spin 3,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58
